GivenName	Surname	Birthday	bloomfilter	uid
Darlene	Frazier	3/22/1965	0000100001000101000000011100100100000000110010000100001100000000001100000110000000001100000000100000000010110010000100000100000000010000000000000001000001000001001100010000010101000001000000000001100000000000000100000010001100100000000100001010000000101100001001000011000000000000101000000100100000010000010000100010010010001000010000101000001010010010000000100000010100100000010000000000010101000000100101000100100000000000001000000101000000100100010000000000000000000000000001001000100010100010000001010001100000001000000010100000010000010000100000000010000000010010000001010000010100000100000110110010000000000000000110010010000000000000000000001000000001000000110011101100000001000001010110010110010000000010000000111000000000000011100000000100110101001101000011000000000011000110100000010010000100000010100000000000000000001110001000001000000110110010000000000100100100100000000000000011001000000000010000010100010101010000000000100000010000000001101001110000000000010000000001011000000100000000000000011001000000001001	83632
James	Pace	3/16/1961	1001000001000000010010000010000100100100100000000000000100000000001000001000001000000000000010100001000000110010000000001000000000000000000000010000100000010010000000000000000000000001000000000000100001000000000010100100001000000100000000000100110001001000000100100010000100000000110000000100101100001000010000000001010010001000100000000000000000000010001110000000000100101000011001001000000000010000000100100000000010000000001011000110100000010101000000000000100000001000000000000000000000100100000000111010000001010000000010100000101000010000011000000000010000000000000010000010010000000100010000000010000010101101000000000000000000000000000000000100000000000001001000000000000000000000000000000000000100000000010001000001000100000011000000100110000100000101000000001100011010000100000000010100000100000000000000000010000010001110001000010100000010010000000001000100100000001000000000000000000000000000010010000000101010000000001100000001000010000000000000000010000010010011000000000000000000010000000000101000000000001000	47840
Howard	Williams	1/3/1989	0000000001000000010001011110000010000000100100000000000100000001011000010000100001000000000001100000000001010010001000101100000000011000000010000000000100000000000100100000010000010101000001000001000000001011000101001101001000000010100000000000111100110100000100000010000011000000000000000100110001000000010001000000000010100100100000001000000101000010101000100101000000100000001010100000000000000000000000000000011000100000011010000101000010000010000000100000000010000000000110001000100000100100100000110000000000010000010010100001000000110000000000110000010000100000001000100000001000010000000010100110000000000000000010000010010001000000110001100000000000010000000000000000000000011100000000000000100000000010000000010000000000001011000100000101000000000001100000000000000001010001001010010001110000000010110010001000000100000010001000000001101010000100001000010100010100000000010000000000000000111000010010000001010000010000000000000000000000001000001000110000011000010000001000001010100000000001000010011000100000001010	6272
Ronald	Chisolm	8/18/1973	0000000000001001010100000000000001000000100000001010000101000101010000000010000001100010000000101000010000000010001000110000000000000000000000000000010010000111010001001001000000100011000000000010001000010110000000001010001100000000000000000000000110000000100001000001100010000001011000100100000000000000000100000000000011000001001000101000010010000000010100010000000101001000011000111000000000000000001010000000000000100000000000000001000010000001000000001000000000000000000010010000000000100100000000010000000100000100000010100000101000011000000010000000000010000010100000100000001000000001010000100010000001101001000000000000000000000010000000100000000000000110011000100000000010000010000000000100000000000001000000101101010000000111111000001110001000001001100010000000010000000100010000010001000000000000000000100100101000000001011110001010000001000001001000000110000000000000000000100000000010000010111100010010000100000000100101001000001010000000101000100000110000010100000000000000010010010001000000100111000100000000	32977
Stephen	Chen	1/30/1973	0000001000001100010100000000000011000100100000000000000101000100001000001110000000000000000001101100010000000010000000010001000000010010000010000000110100010000100000011100100000100101000000000010010000000101001010000010001000000000000000010100010000110000000001000001000001000011101010100101000000000000000110000000000010000000010000000000000000100000000100000000000000001000010000000000100000000000000010000100010000100010000000000000000000000011000000000000000100000000001010010000001000100111000000110100000000010100000000100001100000000100000000000000000000000010001001100001001010010000010000000000000010000010000000000000000000000010000000000000000000001000010000100000001000000011000100000000001010000111000000101001000000000011000000000100010100010101000000000000000000100001000000010010000000000010000000000010000000000000101100001100001000000000001000000100000100000001000000110001001000100000011000000100010000000000000000000000000000001000101000000001000000010000011000000000000100000000001010000000010000100000	32694
Joel	Lewis	12/16/1971	1001000000001000000000001000100100000100100000000000000100000000011000010100001011000100000000100000000000100010001000000100000000001000000000000000010010000000010101001000110100110001100000000100000000000100000100000010001000000000000000010100000000000000000000000100000000000000010000100100000101000000000000000000010010001000000000000000000000100000100000010101000100100000001000000000000000010000100110100000010000000000000111001001000000100011000000000100100000001000000001001000000000100000000000010000000001000000010000100000001110100000010000010000001000100000000000100001010000010000100000000010000010001000000000001000000001000000000000100000000001000001101000101000000010000100000000100010000100000000000001101000000000000011001000000110101100001001000010000000001000000000001000010110100100000000000001000000000010001000001100000110100110000000000000000100000000001001000000000000000100000010011011000000100000010000000000000001000010000000010010100000010000010011000000100000000001110001001000110000100000000010	47589
Lora	Wilkerson	2/22/1965	0000010001000000010000011000000100000000100010001000001100000000010000100110100000101110000110101000000010110010000000100100000000001000000000000100000000000000010100000001000001010001000000001010100000000011100000000110001100000000000001011001000010101000001000000000000010100000100000000110000101000000000000100000010010001000000010000000001000000000100001000001000000000000000011100000001101100001010000000110000000000001011010000101000010001000000100001000000000000000000001001000000000100000000001010100100000001000000000110000010000101000000100010000010001000100000000100000000000010101100000100000100000000001001100010110000000000000000000000000000001000000110110110010101001000100000010010110000000001010000000001000000010000011010100000100100100001101000001000000000010000010100000010000100100000010100000000000000010000100001000000000000010010010000001000100100000100000000000000011000000000000110000010010000101000000100100100000001000000000000001100000000000010000000101010000000000000000000000001001111000001000	73592
Andre	Williams	10/7/1992	0011000011000100011101011000000000000100100000000000000101000000010000010000100101000000000000101000000000010010000001101110000000011001000000000000000001000000010100000000010000010001000000100011000000010001000100001001001000001000100001000000101100000000000100100000000000000010000000000100010101001011000011100000100011000000000000000100001000000000101000010101010000100000011010100000000000100100000000000000001000010001000110000001000000000010001000000101010000000000001101001010100000100111100000010000000000000000010000100001000100100000000000110001010000100000001000000000100000010100000000100100000000000000000000001000010001010100000000010000000000000100000000100000000010001100000000101000000000000000010001000110000000000011010000000100000000000001000000000000010100000001101010010000100001011000000000000000001000110110001000000100100010000100000000010101001100000000000000010000000000010001010010100100000000010000000000000000000010000000000110100001100000010010000000011000000100000001000000110001100000001010	45627
Michael	Doolittle	10/2/1947	0000011110100000010100000000100100000100100010010000100101000000000000000110000101100011000000101001000000100010010000100000000000110010000000000000001001000000000000100100010100000011100001000010010000100000110000000010001010000100000010000000100110000000000011100001001001000011001000000100000000000110101011110011010011001001001010000000101000100000010000000000000100000010010000101010010100100000101100100000001100001000001000001101001100100001000000001000000000010000000110011010000000110001000000010100000100000100010000110000000000000000000010100000000000100000000000000000010000100000110000100000000000000010000000000000010000000110000000100100010001001001100010101000010001001110000000010110000011000000100011000100100000100111000000011110000000001001000000000010011001000101010010010010100000011000100010000101000000000010001000000100000100010001000001000110000100000000000000111010000010000000011011000000000000000000110000001000011010000000101100101001010000010011000001110000010000010000010010000001000000001010	21920
Lakesha	Bullock	11/29/1954	0000010000001000010000011011000010101010110011000000100111000000100000010000000101011000000010100100001010110010001000000000000000001000000000101000000101010100010101000100000000000011011110011010000001000000100101000010001000000001000100010000010000100000001000000000010000001000110000000110000100000001000010000000010010100000010010100001001010000000101101000100000100000000000101101000110100000001000000010011010000001000100110110100000000100011000001000000000000000100000000000101001000100010000001010100000000010000000000100010000001010000010100000000001011000100011100110000000101010000000000101100100000100100001000000010000000000001100001000000000010000000010110010000101001000010000000000100000101000000000001010010000111100011010000001100000100000001000000000000000000000000100000010100100100000000000000000001100000001000001000000000001010000011001101000100001010110010000000100001000000000001010000000000111000000000000000000001001010000000101100000000000001010000000001000100000000000001000000000000010000000000	54463
Allan	Brown	11/1/1988	0000010000000000010001001000000010000110100100000000000100001001010000110010000101000000001000100100000010000010000000000000000000001000000000000100000100010000100100000000000000100001001000000000000001010001100110000000001000001000100000000000000000100000101000000000100000000000000100000100001000000011010000000000100010110000100010000000001100000000110000000000000100000000011000000000000100000000000010001000010000110001100010010001000000000010000000100000010010000000001010000000001000100111000000010000000000010000000000100000000000000001000010000001000010000000110000000000000000000100000000001000000000000100000000000000000000000001100000000000000001000000001000000000000010000100000000000000000000000001001000000000000000000011000000001100000000000001000000000000000001010001110000010001000000000000000000001001011000000000001010000001001000000001001010100100001110010001010000000010001000000010110010100000100000000000100000000000000000000000001100000000001001010000000010000100000010000001010000010000000000000000	18148
Elizabeth	Smith	5/6/1939	0001001010000000000000010010000000100000100000000000000100000000000001000000000000000000000010100010000000000011011000100000100000010010000000000001000001000000010000000000010000000001100100000000001000001000101001010010001001001101000010000000100100000000000011000100000000000000000000010100000001000010000101100000010010000010000000000000000010100000000000000000000000110000000000000001000010110000000000001000101100000000000001001000010010001000000001000010100100011000000110010000000001100010000000011001001000001010010000101100100010010100000100100000100000000010010000001000101000000000100000000000000011000010001000000000010000000100101000001000000010000001011000001000001000011100000000000000000100000000000010000000000101000111000001011101010000011001100000000000010001000000010010010100100000000000110010001000100000001000001100000000000010010001100000000110000100001000010001000010010011000000011001000001100100000000100000001000000000001000000000000000110000010001000001000000100100000100000000001000000000001101	447
Alan	Barnes	1/16/1950	0001000000000001000001000010000110100000110010000000000100000000011100000000001100000000001010100000000010000010000000000100010000000000000000000000000101000000000000000000000000000101000000001001000001000000000110000010001100001000000100000000010000100000000000000000100000000000100000100100000000000011000010000000100010000100000010000000001010000011000100100100010100000000010000000000000100011000000000000000010000010001100001010000010000000001000000000010010000001100001010000100000100100111000000010000010000010100010000111000000000000000000100000001001010100000100000000000000000000100000010000000000010100100000010000000000000001001000010000000000001000001001000000000000000000000000001000000000100100000001001000010000000000011000000000110000000000001000001000000000000000010001000010100100100000000100000000000001000001000001010000000101001010001001010000100101010001000000000100000000100100011110000100000100000010000000000000001001000000000001100010000000001010010000000001000000000010001000000101000000000000010	93164
Christopher	Craig	1/3/1990	0000001010010000010100010100000010000010100011000000000110010000010000000010000000000100000001100100010000001111001001000000000000010010000010000001100111010000100101000001100001011111010000000000011000000000000100000010001000000000101101010001010000110010010001000010000001000010011000000110101000001010011000000000000010000001000000000000100000100111000001010001010000010000000000000000001001101000000010001101011000100010001000000010010000001011000000100000000000000000000011100000000100100000000001111000000001011100000011101001000000010100010010101000001000010101001001001001100010000000000000110010000100001010000000000100110001000000010000100000110000001000011000000000000110000010000100010000000000100010000000100000000000000011001010010100000000010011000000000000010000100000100000010000000000000000110100010000000110000010001000000001001000010000001000000100000000010000000000110001001000000001011000000000000001000000100000000000000000001000000001000100010000010000101100010000100000000000000010101001000010101000	97611
Earl	Douglass	9/14/1954	0010000000001000011000000010100100000000110010000100101110000100000010000010110101010100000001100010000000100011011000000000000000000000010000000001000001000000000010000100000000000101011100011001000000100010000100000000001000000000000100000010000000000000000101000001001000001010000011000100000000010001000010100001000011000001000000100000000010000000001000100100000010000000001000001000010100000000001001001000100100000100100010011000000000000001010100001010100100000100000000000111010000100010100000010001000100001001000000110100000100000000010001100100001010000000000000000010000001000000000011000000100000000100001010001000000000000001100001000000100010000000000000000001011000000000001000000000000010000000000000110010010000000011010101000101000000000001000100000000010000000100100000010010000000000000100000000000100000001000011010000000000000001001000001000110001010000000010000100010000010010001010000000000001000000000000000000000000010000001101000010100001001010000000010001000010000010000001000011100000000000001	17237
Lisa	Fernandez	5/4/1976	0010010000001000000000010000000001000000100000000010000100000100000000000010101101000100000010100000100010000011001000000000010000000000000010000000011010000001000011001000110001100001011000000000001000100100000000000010001000001000000001010000010100101000001000000000010000000000101010100110000100000001001001110001100011000000000000010000000000000100000000010000010010000000000010100010000001000001000010000011001100000001001000000100000010000010001000000000010000000001000101100100000000101011100001010101000100000000000000110000000010010100010100100100100000000000000000100001000000001010000000100000000001001011100000100000010000001100000000100000000000011101100000001000110000011100000000010010000000000110000000101100000000010011001000000100001000001001010001000000010000010000100010010100000100000000000010100000000010000100011010000000001000010000000000000100100110010000000000000000000000000000011000000100100000000000000000000000010000000010100100000100110001011000001000001000000000000101001000101001000001001000	84437
Mack	Jones	2/19/1978	0001000000101011010010000010000100100000100010000000000110000000001110001100000000100000000010100000001000100010100000000000000100000000000000000000110001000100110100011000100001100001000000010000000001010100000000100010001110000000000100000000011001000000000000000000000010000000110000110101000001000000000000000000000010011100000000100000000010000000011100000000010000100000000001000000100000000000000010000000000100000010000000000000000000000000100000001000000000000000000000001001001000100000010000011100000000000000100000100000000000101000010010001000001000000000000000100001000010110000001000100000000000100000000000000000000000000000000111000000000001000000100000100000000001000000000000000010000100000000000001001001000100000011000000000100000001000001000000000010011000000010100000010000000000000000100000000001101000001000001000000000010000010000000001000100000000001001000000000001000000000010110000000000000000100000100100000001000000000010010000100000000000010001000010100000000010000000010000000000000000000010	14225
