GivenName	Surname	Birthday	twostephash	uid
Evangelina	Barnes	11/14/1993	{1319937, 98310, 379910, 101897, 319498, 1429514, 1440266, 1527824, 647699, 748052, 120341, 306710, 1114645, 778777, 1167388, 1252384, 88097, 679462, 456232, 206383, 886832, 442423, 285240, 1031737, 293434, 1954871, 310846, 335937, 417346, 1137220, 1339974, 555087, 515664, 142418, 1510995, 1746518, 312922, 597084, 897629, 602206, 1432668, 1294432, 1011300, 732774, 1354854, 1529960, 1804402, 730739, 951411, 987768, 255099, 1488511, 646271, 105599, 327813, 1084552, 126090, 1360011, 1813643, 891021, 634510, 1903757, 1335949, 1816726, 1315991, 1691799, 330396, 706205, 39072, 1852581, 439975, 518823, 429225, 758441, 1560747, 138930, 501944, 30394, 1842875, 69308, 1298108, 1940673, 58562, 1982152, 112330, 500431, 599770, 51419, 831196, 1197275, 1638112, 132321, 1609953, 1150691, 580324, 228583, 1789160, 1259, 152815, 1997554, 1479414, 798459, 1019131, 543997, 218366, 719102, 301830, 708359, 824070, 44811, 1506573, 531729, 691473, 1472274, 1666833, 908056, 157466, 1487130, 462114, 1587490, 1680162, 1374503, 1757480, 1308969, 1300267, 433966, 739124, 1464124, 958271, 534341, 551750, 1398085, 264008, 363849, 315213, 674125, 1442126, 1928525, 302932, 1837397, 1056088, 564570, 782172, 300390, 1589609, 157547, 875883, 1081707, 1345390, 477557, 808821, 1387894, 696696, 1290617, 1371513, 14715, 2025339, 507773, 1274237, 1735554, 1951619, 1513860, 1937797, 1717645, 2040719, 1752977, 1620882, 984981, 723350, 266648, 1708954, 834971, 1572763, 1059745, 193443, 552871, 1767336, 900521, 1857454, 402864, 683954, 1103283, 1497522, 1271736, 618426, 522174, 889790, 1225665, 1492419, 824772, 162246, 1286086, 1920457, 546768, 74705, 1281491, 1836499, 768982, 1410524, 1419741, 1922012, 1311712, 1908708, 21989, 1147370, 150507, 504300, 1758700, 1421294, 1822698, 87027, 485367, 2003449, 1097727}	13916
Margaret	Skinner	1/10/1948	{613376, 685572, 319498, 996362, 972814, 1114645, 1200151, 178715, 629283, 1672233, 449580, 1129006, 1407025, 1981493, 1854007, 1954871, 1213502, 335937, 417346, 1137220, 1423437, 555087, 515664, 821840, 942672, 938067, 861270, 903767, 1380440, 1463385, 312922, 818267, 1746518, 2030690, 550502, 1529960, 496238, 1497198, 5232, 223859, 730739, 288886, 560759, 990328, 987768, 441462, 850041, 1090170, 1184893, 105599, 1413769, 126090, 505994, 1015946, 1317517, 1335949, 1813643, 622736, 1973386, 1143447, 285341, 1492641, 843941, 1473189, 518823, 700586, 1839275, 1217199, 527540, 275125, 594100, 1506489, 1446077, 2042558, 1514177, 58562, 1940673, 2035905, 890057, 764620, 500431, 292561, 1618644, 1568469, 130774, 1123543, 184539, 1058015, 1026784, 1609953, 2024162, 1010921, 1302249, 152815, 1231087, 627953, 281842, 346866, 1736946, 404213, 1296629, 798459, 961277, 27904, 301830, 310024, 1267470, 1666833, 1728790, 1617692, 29472, 462114, 1308969, 1237802, 780076, 719149, 433966, 805173, 260412, 927554, 534341, 702790, 1743177, 2023244, 1442126, 1253711, 934226, 408915, 1390421, 1462101, 1914197, 78168, 394600, 875883, 1281388, 1367917, 121711, 432502, 1387894, 1488759, 507773, 1689474, 237955, 1951619, 1732487, 1922953, 1320331, 1373582, 1970574, 1432976, 1611152, 1929105, 180115, 807321, 834971, 294305, 1691554, 193443, 1565091, 1559462, 1041319, 402864, 602544, 683954, 832434, 1078708, 338875, 889790, 1259970, 1286086, 36298, 1337293, 1812429, 1892304, 266195, 1836499, 811991, 734680, 1251288, 916444, 1393628, 1419741, 140767, 907743, 727009, 1607648, 1147370, 663536, 1071088, 1777651, 1756663, 2003449, 68604}	163
Sidney	Habib	11/29/1972	{1213958, 1440266, 1140241, 647699, 339475, 1154579, 1588759, 1167388, 1424414, 1533984, 933924, 781349, 1077797, 1109030, 1271337, 215084, 749101, 1512494, 529457, 1954871, 285240, 644664, 1468989, 310846, 417346, 1350212, 1253445, 1740872, 555087, 664659, 979028, 1277013, 313942, 1113687, 1526359, 1746518, 312922, 1000026, 479836, 354401, 550502, 675942, 1529960, 1774182, 1908326, 1497198, 114291, 730739, 987768, 283769, 1514109, 517245, 1088126, 11395, 619651, 1058436, 1307781, 1878666, 1335949, 1303704, 2025114, 706205, 1429663, 1948323, 439975, 518823, 510633, 1839275, 211116, 573101, 1293997, 554162, 501944, 154298, 1150652, 1298108, 204992, 1199301, 1771721, 1598669, 1707213, 83159, 1310936, 1477849, 2009820, 1119966, 1626344, 969961, 1010921, 799467, 324332, 152815, 1608435, 1479414, 1378565, 301830, 44811, 672524, 1635600, 1666833, 1572116, 160536, 908056, 723226, 61724, 567582, 1550623, 1820448, 321832, 343848, 523055, 209716, 500031, 534341, 802120, 700746, 1433933, 1508686, 1857869, 302932, 790360, 255834, 620388, 300390, 1257321, 875883, 367981, 1718128, 1790320, 1387894, 1129336, 589179, 14715, 507773, 2006913, 1735554, 1330051, 807812, 372613, 1521029, 1984904, 1063307, 1320331, 1097620, 445845, 984981, 1504150, 526233, 920478, 193443, 667050, 54187, 1597869, 368560, 402864, 683954, 1189297, 1296304, 3001, 889790, 1066947, 1973703, 984009, 2033611, 546768, 9681, 1836499, 1280468, 1673178, 1922012, 1183709, 1419741, 1772514, 1500136, 1147370, 1564141, 607217, 2003449, 425983}	87793
Kevin	Whisenant	10/8/1948	{956423, 130056, 15367, 319498, 1161227, 724494, 1920015, 1527824, 469009, 397331, 985619, 1049619, 910358, 629283, 493096, 292394, 916522, 206383, 1981493, 392246, 242746, 2023995, 1739841, 1687619, 1137220, 1294921, 474187, 644684, 1423437, 134734, 555087, 515664, 821840, 1907281, 1637973, 570454, 1462359, 1884761, 312922, 423002, 712284, 818267, 1432668, 688738, 360040, 1529960, 176235, 1497198, 1804402, 615028, 1643642, 255099, 105599, 1155712, 863877, 1813643, 362125, 634510, 1903757, 622736, 1454733, 1323666, 28309, 682646, 849046, 1143447, 1731223, 285341, 39072, 1492641, 1616035, 1581733, 518823, 120490, 1560747, 1776818, 275125, 901816, 1506489, 30394, 1058495, 59584, 1940673, 111304, 953034, 1351373, 1166542, 25297, 51419, 184539, 323808, 38627, 1631460, 697576, 1010921, 1231087, 784629, 1296629, 1393398, 435960, 798459, 348413, 218366, 961277, 375041, 514308, 824070, 1213705, 608529, 691473, 1762580, 1728790, 157466, 1453850, 1487130, 1872668, 462114, 683816, 329001, 1237802, 1308969, 719149, 1090349, 849203, 739124, 1398085, 2023244, 302413, 1253711, 947538, 1390421, 649048, 1056088, 1794907, 1102177, 533346, 1591142, 1124203, 1367917, 4974, 1853297, 1918322, 432502, 1387894, 1488759, 1428349, 1735554, 1046916, 282501, 1305478, 1937797, 1922953, 1320331, 244622, 678287, 1210768, 1373582, 1929105, 1972623, 1763736, 807321, 94618, 201629, 1163166, 294305, 1274282, 995246, 1610673, 298420, 527290, 889790, 1426879, 1225665, 1286086, 36298, 69580, 566736, 1280976, 1892304, 1836499, 1251288, 1870299, 1419741, 140767, 1543649, 56294, 551911, 975337, 1147370, 1758700, 1229295, 2003449, 1331196, 656893}	60829
Meredith	Archer	5/18/1995	{1319937, 1550338, 357891, 98310, 130054, 379910, 101897, 849414, 996362, 1213958, 1241100, 972814, 1722375, 178715, 1545246, 1158176, 1252384, 1077797, 1672233, 1177131, 285240, 1548345, 335937, 1350212, 941126, 1339974, 1882185, 134734, 555087, 821840, 1607758, 637522, 1510995, 312922, 712284, 602206, 234591, 1529960, 176235, 1497198, 2001007, 1167986, 223859, 572532, 1281652, 1307781, 1391750, 1084552, 126090, 1973386, 435852, 1781902, 845455, 1458322, 183443, 1395859, 679574, 518823, 584366, 784047, 554162, 21683, 868022, 2042558, 1856193, 58562, 2035905, 1113798, 644808, 864458, 113359, 500431, 1832657, 1390292, 727253, 247002, 1224414, 142048, 1026784, 1260768, 1638112, 1010921, 1643243, 1168625, 1871089, 1131766, 1416951, 798459, 372987, 348413, 975613, 375041, 925442, 301830, 1341194, 1635600, 248593, 531729, 1817363, 473365, 1596182, 1814303, 74017, 570146, 1047329, 1993508, 433966, 805173, 1802549, 260412, 1356096, 1598273, 388418, 927554, 893252, 1626952, 1305929, 1743177, 1442126, 1508686, 411984, 1136976, 2008916, 1561430, 1330009, 255834, 2034011, 1270626, 26474, 507243, 1988971, 1681774, 188277, 1387894, 1059706, 1428349, 669566, 2006913, 1735554, 1951619, 1513860, 2020226, 1922953, 491403, 1087884, 930194, 1232278, 266648, 1255832, 1498522, 834971, 1705884, 201629, 1763736, 881055, 1934753, 1559462, 264108, 298420, 168885, 738230, 1216442, 1413051, 887742, 889790, 1383359, 39363, 1920457, 1337293, 1812429, 1061330, 1836499, 1034708, 1347542, 458200, 1505755, 1419741, 907743, 1002469, 1500136, 1147370, 678381, 1749998, 1071088, 77298, 545268, 2003449, 1521659}	28537
Lory	Perry	4/14/1967	{459782, 1440266, 1198091, 827413, 87573, 1345557, 1719832, 1814554, 1815075, 184872, 1269293, 426030, 689711, 1837624, 41018, 1143867, 1064513, 1661508, 1433159, 1136714, 555087, 1011281, 1580629, 1524823, 312922, 1096797, 1592927, 1354854, 1529960, 9834, 192623, 2016369, 223859, 976005, 957063, 1413769, 1472138, 1360011, 1489039, 691859, 58517, 37015, 1315991, 315038, 39072, 518823, 758441, 1090222, 732850, 69308, 2042558, 1156290, 112330, 1780939, 936150, 132321, 740578, 1631460, 286438, 228583, 1789160, 799467, 771820, 543997, 799997, 953599, 301830, 1189651, 1443100, 635165, 995615, 1308969, 1177901, 951601, 805173, 1252152, 1023802, 260412, 602943, 927554, 1220423, 1485644, 315213, 564570, 1258855, 1173864, 1970023, 2036584, 1151857, 281460, 1387894, 1273207, 1408888, 1058170, 104319, 1087360, 1438082, 1735554, 1588616, 1922953, 1320331, 386956, 428946, 723350, 1041319, 880553, 2002352, 1497522, 1103283, 270774, 1271736, 618426, 1621947, 1975740, 889790, 685517, 1812429, 1819599, 1836499, 259541, 582616, 1240027, 1419741, 1395682, 1147370, 736235, 1071088, 183799, 2003449, 836095}	68257
Benjamin	Saiz	4/28/1991	{1319937, 755203, 173575, 1032712, 55305, 319498, 332297, 599050, 1070601, 1198091, 1431560, 568848, 2041352, 514583, 231961, 1451548, 749085, 1545246, 1252384, 970797, 1743406, 392246, 285240, 1468989, 1213502, 651329, 1687619, 1137220, 884805, 1245764, 1339974, 843338, 1951306, 134734, 520782, 515664, 1620048, 1867858, 1510995, 2036819, 1277013, 312922, 1124955, 712284, 1096797, 1881179, 1426018, 1140838, 1354854, 1529960, 176235, 1025134, 1497198, 1644666, 1857659, 32383, 1084552, 1472138, 1984651, 207500, 622736, 2031761, 1827990, 1303704, 1870491, 1791134, 1608867, 518823, 540328, 906920, 1965746, 1492659, 416949, 340155, 69308, 1150652, 451777, 1940673, 644808, 1613009, 1556180, 1638112, 132321, 1065698, 38627, 120036, 1631460, 228583, 1010921, 754, 127731, 1334516, 1393398, 435960, 861944, 1841914, 543997, 348413, 1148673, 301830, 1313544, 672524, 1341708, 525071, 1750799, 531729, 608529, 1955089, 1134870, 1096471, 160536, 157466, 544539, 1454367, 29472, 701729, 462114, 831780, 321832, 1308969, 1229612, 272686, 209716, 604475, 146751, 786752, 991551, 1305929, 315213, 1807707, 795488, 1058144, 1727330, 620388, 867176, 26474, 1664366, 730993, 1387894, 1488759, 1428349, 499073, 1689474, 1735554, 634244, 1513860, 318856, 1922953, 1063307, 431502, 723350, 266648, 1763736, 1109915, 201629, 670621, 294305, 1809834, 170413, 924590, 82863, 294831, 298420, 123829, 933303, 101818, 618426, 1398204, 889790, 1286086, 246216, 1920457, 69580, 1073107, 1836499, 830429, 773598, 1419741, 1540062, 1543649, 556005, 2005477, 1147370, 799736, 2003449, 1534971, 313854}	39555
Mary	Black	3/21/1945	{1695232, 1654275, 1492484, 496650, 103957, 1114645, 1564695, 1997333, 948766, 292394, 215084, 426030, 73778, 1954871, 487992, 1003579, 335937, 1064513, 1053252, 1490503, 1136714, 632398, 555087, 1739859, 246870, 861270, 1110103, 1213015, 312922, 818267, 825434, 602206, 1980512, 1529960, 1412713, 94829, 1497198, 940657, 441462, 271479, 987768, 105599, 626816, 52362, 126090, 505994, 1878666, 2031761, 1303704, 446107, 1608867, 1912483, 2011812, 518823, 1150652, 1446077, 58562, 1130690, 1547465, 1576138, 500431, 1568469, 83159, 920282, 1155803, 761055, 1058015, 2024162, 286438, 453350, 1010921, 1302249, 351979, 799467, 691949, 1807083, 404213, 1296629, 253184, 967427, 23300, 301830, 672524, 526096, 1666833, 858903, 160536, 1365787, 635165, 1917725, 321832, 1308969, 433966, 209716, 1719605, 1252152, 1811257, 1007428, 534341, 1941836, 1442126, 1088854, 432985, 971100, 608612, 620388, 1730917, 875883, 921963, 1367917, 61294, 1345390, 1313653, 1387894, 2026872, 386426, 233855, 1735554, 1951619, 1753991, 1922953, 1063307, 1320331, 1544077, 99215, 181137, 616852, 1174935, 834971, 193443, 637863, 1041319, 1005993, 402864, 1610673, 147378, 683954, 1914801, 348600, 889790, 1179585, 36298, 1126346, 1836499, 93141, 1927637, 582616, 1240027, 1393628, 1419741, 908767, 1281504, 896482, 186851, 1395682, 610792, 1147370, 1461235, 1180660, 2003449}	82646
Ora	Roth	8/13/1998	{1319937, 459782, 101897, 390163, 1114645, 1545246, 1252384, 898081, 398376, 1790509, 689711, 236592, 285240, 14394, 1003579, 335937, 262724, 1053252, 1339974, 191052, 134734, 555087, 1936976, 1510995, 1739859, 312922, 712284, 394333, 395357, 602206, 782434, 412259, 1432163, 1529960, 176235, 1497198, 1200241, 650354, 1167986, 1708149, 957063, 1084552, 126090, 57489, 1765525, 1688222, 39072, 625313, 1638053, 518823, 1090222, 738992, 1721010, 21683, 1024191, 1895620, 1517767, 500431, 834772, 881878, 2028764, 142048, 453350, 1010921, 1110762, 316142, 224495, 589039, 1965818, 798459, 348413, 967427, 23300, 301830, 1002251, 1635600, 531729, 485367, 1536279, 1917725, 1047329, 2038561, 1308969, 481069, 433966, 1543994, 382269, 567102, 299841, 574273, 1498951, 1305929, 189261, 1442126, 259412, 1184599, 811354, 1258855, 1970023, 26474, 1403253, 1387894, 1428349, 669566, 104319, 1735554, 1951619, 1513860, 1922953, 386956, 1087884, 181137, 266648, 201629, 113070, 1372079, 1914801, 298420, 889790, 1383359, 528834, 580547, 1920457, 1836499, 839125, 1620440, 992220, 1419741, 975337, 1147370, 1180660, 1235447, 2003449, 1025534}	12214
Luis	Cowan	8/30/1938	{707585, 130056, 1620488, 1527824, 1049619, 1654807, 409626, 818717, 1545246, 1104415, 1252384, 629283, 1980452, 958501, 1320490, 886832, 291380, 1981493, 1116214, 285240, 1003579, 2023995, 560710, 644684, 134734, 555087, 1739862, 1921624, 1839705, 312922, 818267, 712284, 770140, 1432668, 1884761, 1085537, 1500262, 1529960, 176235, 1497198, 175727, 1804402, 323721, 346761, 1466507, 435852, 829584, 39072, 1581733, 518823, 1139881, 1118382, 1645233, 508101, 1181893, 710349, 1075406, 25297, 1637075, 1378004, 1296085, 1831123, 1213143, 651481, 1363674, 623326, 761055, 1187046, 1010921, 1513718, 1393402, 798459, 348413, 218366, 1902336, 968451, 301830, 1213705, 1607958, 157466, 226074, 1820448, 1478946, 1340196, 1998628, 329001, 1308969, 1300267, 953132, 719149, 325424, 739124, 1303861, 272184, 1731385, 1551166, 1777990, 1874248, 159561, 547658, 1305929, 864076, 315213, 1759049, 1928525, 2023244, 1627474, 703833, 1330009, 1061213, 1617758, 1102177, 1904484, 1281388, 1289584, 432502, 1387894, 1371513, 840573, 1428349, 1737086, 1735554, 1559427, 1937797, 1475974, 859017, 1717645, 1373582, 893844, 1763736, 807321, 1622937, 201629, 550813, 751007, 889759, 1096097, 552871, 900521, 1722288, 298420, 121269, 1702333, 1426879, 1225665, 1461186, 772548, 393158, 58313, 1892300, 53200, 1131986, 1836499, 1547732, 1910236, 1419741, 905696, 1044964, 1147370, 1988074, 441326, 1594352, 2003449}	79004
Stephanie	Farr	4/22/1998	{1319937, 144388, 1213958, 101897, 1198091, 1527824, 390163, 1083924, 87573, 1024533, 1114645, 880162, 439333, 1077797, 372784, 1749553, 1093682, 1392690, 14394, 2023995, 1816127, 335937, 995905, 1350212, 1339974, 191052, 644684, 134734, 1241681, 1265746, 1510995, 345172, 229461, 2015320, 668249, 312922, 984156, 395357, 602206, 1096797, 1765468, 970337, 1907297, 973923, 1354854, 1064041, 1072749, 1280621, 192623, 1708149, 1485942, 1969270, 493690, 705150, 1307781, 1091718, 1084552, 1980040, 126090, 1144459, 2031761, 1303704, 555676, 556701, 39072, 664737, 1379489, 1608867, 518823, 540328, 1039528, 211116, 1231532, 2222, 554162, 1922230, 1159866, 752830, 451777, 58562, 123074, 961737, 500431, 582356, 142048, 132321, 1638112, 286438, 228583, 1529575, 1010921, 1110762, 1992942, 1371376, 841975, 1965817, 798459, 549116, 543997, 218366, 799997, 1678084, 301830, 1644297, 1809163, 672524, 531729, 364306, 160536, 244505, 157466, 676639, 1002271, 468771, 276776, 321832, 329001, 1432360, 433966, 209716, 739124, 1897780, 1252152, 1744188, 382269, 1758536, 189261, 315213, 1442126, 1508686, 151891, 632150, 1397591, 1405785, 255834, 620388, 1936741, 1656684, 281460, 624502, 1387894, 1735554, 1149827, 1336708, 67973, 1513860, 1937797, 1951619, 1568649, 998283, 1063307, 1582476, 723350, 1504150, 266648, 834971, 199580, 1770416, 1497522, 2017715, 618426, 1131964, 889790, 220102, 699849, 1126346, 1149897, 1920457, 685517, 744402, 1836499, 520155, 916444, 1419741, 1260510, 1830367, 1069539, 242149, 1500136, 295913, 1147370, 2038248, 1766899, 239606, 1235447, 2003449, 1521659}	29539
Mario	Carr	11/3/1979	{272405, 1024533, 1200151, 1114645, 87573, 1059872, 898081, 1252384, 1974818, 1954871, 285240, 282169, 1003579, 335937, 995905, 1053252, 1433159, 555087, 1739859, 861270, 1921624, 312922, 602206, 1294432, 1529954, 527973, 1140838, 1908326, 1638506, 496238, 1497198, 2016369, 738931, 441462, 987768, 966267, 105599, 1058436, 1313929, 126090, 505994, 1015946, 2025114, 706205, 518823, 1891496, 501944, 1310907, 668349, 1241278, 204992, 58562, 914115, 1075406, 500431, 1831123, 1378004, 1568469, 964311, 651481, 353501, 1895653, 453350, 1187046, 1010921, 1298666, 1302249, 324332, 771820, 1736946, 346866, 850162, 1574132, 404213, 798459, 799997, 1698046, 23300, 617732, 301830, 634118, 665353, 545037, 1666833, 407830, 723226, 1617692, 1917725, 1538335, 1820448, 588583, 1308969, 1787180, 433966, 534341, 547658, 757580, 864076, 973132, 819535, 959312, 1442126, 302932, 729941, 310619, 54110, 1730917, 300390, 875883, 16238, 1151857, 1387894, 1951619, 909192, 348043, 735628, 1320331, 984981, 1763736, 1034650, 262555, 834971, 1565091, 880553, 1597869, 1821103, 402864, 1914801, 683954, 619443, 832434, 1072056, 889790, 1066947, 1331657, 1836499, 1566165, 811991, 804312, 1410524, 1419741, 1910236, 2032617, 1147370, 1923562, 1180660, 193013, 2003449}	28702
Barbara	Kremer	1/5/1943	{379910, 1722375, 996362, 473101, 1200151, 1019415, 179744, 1252384, 1281576, 1672233, 292394, 1215533, 1790509, 1954871, 285240, 335937, 988228, 784457, 1882185, 1287755, 555087, 515664, 113745, 821840, 312922, 818267, 394333, 602206, 1505377, 1529960, 2031209, 1497198, 2001007, 650354, 1166451, 392822, 836214, 987768, 1090169, 850041, 1879158, 1413769, 126090, 1015946, 1973386, 81044, 330396, 118945, 625313, 676513, 518823, 401577, 343725, 383661, 738992, 534715, 766139, 2042558, 1024191, 2035905, 58562, 1156290, 1113798, 644808, 223436, 500431, 1390292, 1031893, 920279, 1103575, 1224414, 1026784, 2024162, 1010921, 1425643, 1871089, 281842, 1736946, 706806, 798459, 1664252, 301830, 1059594, 94988, 809740, 526096, 1666833, 1513234, 862491, 1617692, 143650, 1587490, 161572, 667941, 1757480, 1308969, 716586, 433966, 770863, 1767729, 1978676, 805173, 657207, 260412, 1598273, 388418, 927554, 1743177, 1442126, 408915, 2008916, 965482, 507243, 875883, 1367917, 575855, 1404273, 298868, 1907060, 1387894, 696696, 1951619, 1922953, 1320331, 909717, 1232278, 1934753, 193443, 880547, 1547686, 1559462, 1551280, 1610673, 683954, 832434, 709557, 1439669, 1723319, 1296827, 1765309, 889790, 528834, 2041289, 36298, 1337293, 1812429, 74705, 1836499, 811991, 1620440, 456665, 346074, 1410524, 1419741, 907743, 1311712, 1147370, 366576, 1071088, 1349616, 1461235, 545268, 2003449, 1569277}	67428
Joseph	Cropper	9/16/1938	{229895, 15367, 1886732, 1372689, 1083924, 827413, 1588756, 1814554, 1252384, 439333, 1271337, 1121324, 1801775, 886832, 594994, 1093682, 1805363, 497717, 442423, 166968, 285240, 1090626, 664659, 345172, 317525, 1637973, 960088, 312922, 423002, 371808, 1786464, 782434, 1432163, 1500262, 1529960, 1064041, 1717866, 1916522, 1497198, 223859, 502899, 1215607, 628345, 705150, 2185, 236170, 935049, 1413769, 1838219, 1642127, 1585297, 916633, 889499, 555676, 320157, 556701, 518823, 59048, 211116, 995509, 246456, 373945, 1159866, 386235, 1831614, 2042558, 2035905, 123074, 1181893, 112330, 1780939, 31955, 1923285, 215767, 1213143, 1866971, 316126, 761055, 174816, 580324, 1626344, 1010921, 589039, 592111, 841975, 436472, 798459, 953599, 375041, 17157, 301830, 1378565, 1167112, 1644297, 1044234, 1968395, 531729, 1762580, 199959, 682778, 84764, 1308969, 19755, 1300267, 481069, 287025, 1897780, 805173, 260412, 567102, 958271, 1128768, 1551166, 927554, 1417027, 1990466, 1427272, 1759049, 1701197, 1928525, 1129809, 1516372, 605015, 483678, 533346, 1544042, 1790320, 369014, 201079, 1387894, 1059706, 796540, 970108, 1735554, 713092, 282501, 1568649, 1922953, 1320331, 1415564, 244622, 181137, 428946, 909717, 1822102, 1466777, 1622937, 550813, 1237408, 1556389, 552871, 900521, 99755, 1189297, 1914801, 1868211, 1975740, 1225665, 1357251, 699849, 492491, 934347, 1812429, 28112, 9681, 217043, 1836499, 1295317, 1673178, 2027998, 116192, 1176545, 1069539, 1418213, 1147370, 1988074, 1071088, 1110517, 183799, 1751544, 2003449, 1406974}	63361
Adolph	Courville	3/31/1944	{1930753, 177154, 1620488, 1362449, 397331, 151060, 1083924, 749085, 1252384, 898081, 158242, 936995, 1556519, 1942056, 4649, 292394, 916522, 1186859, 1568298, 1790507, 523313, 1991733, 1954871, 285240, 26174, 1053249, 370245, 560710, 520263, 1016903, 555087, 1739859, 203350, 1402456, 1839705, 312922, 818267, 1008732, 1307228, 1507933, 242275, 845412, 166501, 494696, 1529960, 1916522, 1497198, 2001007, 1003632, 1392755, 234613, 987768, 830588, 105599, 1511044, 1838219, 1642127, 892560, 1323666, 360087, 47771, 889499, 556701, 880798, 101535, 682655, 998045, 1645730, 1201315, 518823, 1891496, 211116, 706737, 110775, 1994425, 1159866, 220347, 386235, 1143997, 1162939, 1831614, 59584, 123074, 745673, 1075406, 1777362, 1637075, 1378004, 1601748, 651481, 623326, 1058015, 2024162, 453350, 1010921, 172779, 1247471, 1371376, 1531120, 1296629, 1814773, 841975, 1553658, 798459, 1099515, 544513, 1535745, 967427, 23300, 301830, 976647, 1644297, 1341194, 1033486, 526096, 1666833, 1875217, 1559322, 1917725, 1820448, 1711399, 181544, 1224489, 1308969, 465195, 1732906, 1897780, 757561, 1603902, 1649984, 299841, 444225, 534341, 802120, 547658, 1227082, 864076, 1339210, 411984, 959312, 1450834, 1627474, 1816921, 310619, 237406, 1526623, 1617758, 1343842, 1091941, 875883, 1367917, 1533293, 752495, 1469296, 1151857, 281460, 1122678, 1387894, 1636729, 1454458, 1938298, 970108, 1735554, 456579, 713092, 2020226, 1922953, 1320331, 1415564, 809361, 551832, 94618, 1675168, 1889186, 193443, 637863, 654247, 402864, 1610673, 683954, 1914801, 337846, 438710, 330680, 540608, 393158, 730567, 797641, 36298, 492491, 308172, 1762763, 1228239, 1836499, 93141, 1910236, 1419741, 1171937, 1044964, 679911, 1147370, 404977, 1461235, 1180660, 1722869, 2003449, 1179643, 1331196}	49848
Jeremy	Wahl	4/2/1998	{1319937, 1681412, 849414, 101897, 996362, 1198091, 390163, 999962, 178715, 509945, 1282078, 1672233, 1790509, 1265198, 1741367, 285240, 14394, 471101, 1816127, 973376, 1687619, 1865797, 1339974, 1122376, 474187, 191052, 556107, 938067, 312922, 1881179, 1765468, 395357, 1096797, 954463, 1675361, 1354854, 1529960, 1043562, 1497198, 1460338, 1733746, 1708149, 1953399, 1090169, 81020, 1038983, 1084552, 1306247, 1413769, 1973386, 1216141, 2031761, 1303704, 1883296, 1608867, 487077, 518823, 540328, 579244, 69308, 1150652, 2042558, 1156290, 508101, 1181893, 1388234, 1014989, 724175, 1367260, 1145055, 142048, 132321, 1026784, 1408223, 1638112, 228583, 1010921, 1110762, 706806, 1393402, 798459, 1664252, 543997, 299775, 1902336, 968451, 713477, 301830, 976647, 1530629, 672524, 531729, 1607958, 160536, 244505, 1713952, 143650, 1437475, 1340196, 1998628, 321832, 1308969, 953132, 223021, 1511215, 209716, 805173, 272184, 1252152, 260412, 382269, 927554, 702790, 1994054, 1758536, 189261, 315213, 1909584, 778066, 971617, 2037089, 620388, 895848, 1186671, 1754998, 749435, 840573, 1735554, 1513860, 1922953, 1063307, 431502, 1702292, 266648, 1559462, 1296304, 709557, 618426, 889790, 1920457, 1337293, 1812429, 1684943, 1836499, 400857, 456665, 1419741, 1260510, 907743, 1830367, 295913, 1147370, 237552, 1071088, 1594352, 1235447, 2003449, 1861630}	98512
Jerry	Wang	9/19/1992	{1319937, 101897, 1527824, 1024533, 87573, 1588759, 1282078, 1271337, 426030, 1265198, 2023995, 1064513, 620099, 1339974, 1136714, 556107, 41548, 664659, 1510995, 312922, 897629, 1291871, 80483, 1011300, 1946215, 1529960, 1497198, 192623, 1739374, 2016369, 223859, 646271, 1038983, 1084552, 1413769, 1958038, 39072, 518823, 1029799, 2042558, 702144, 2035905, 508101, 1181893, 1982152, 1388234, 1014989, 1367260, 1408223, 1638112, 286438, 1626344, 799467, 1393402, 799997, 218366, 1902336, 968451, 1378565, 301830, 531729, 1607958, 157466, 995615, 1713952, 1340196, 1998628, 1432360, 329001, 1308969, 953132, 739124, 805173, 272184, 1252152, 260412, 927554, 1994054, 674125, 1909584, 1630558, 2026858, 1081707, 1186671, 1790320, 1151857, 281460, 1754998, 840573, 1735554, 2041218, 1513860, 1937797, 590215, 1922953, 189325, 431502, 1752977, 941973, 266648, 1708954, 1119652, 1868710, 1041319, 880553, 1857454, 1296304, 1189297, 379321, 1702333, 889790, 1766334, 539078, 1920457, 1812429, 1684943, 9681, 1836499, 582616, 1673178, 1240027, 1419741, 1395682, 1147370, 1071088, 1594352, 2003449, 1645562}	96288
