GivenName	Surname	Birthday	twostephash	uid
Chris	Chambliss	7/10/2001	{1695232, 1813509, 130056, 1352714, 1745932, 178703, 1049619, 103957, 1467415, 1545246, 1158176, 1077797, 551463, 1942056, 205354, 378923, 966190, 1981493, 1031737, 169530, 1847874, 1350212, 313854, 1180235, 555087, 515664, 821840, 1907281, 451670, 1526359, 960088, 1512025, 825434, 1740376, 770140, 820317, 832604, 1884761, 782434, 190564, 596075, 1302636, 1497198, 1078899, 1142389, 132729, 32383, 163973, 594055, 323721, 52362, 1466507, 1151116, 1984651, 622736, 2031761, 1395859, 1647763, 1303704, 285341, 1608867, 1581733, 518823, 906920, 429225, 1953959, 346289, 308402, 554162, 480438, 1339578, 1128636, 434877, 489663, 1856193, 1547465, 112330, 1613009, 936150, 726743, 1508569, 1363674, 184539, 1260768, 1807083, 1110765, 1231087, 100090, 1698046, 375041, 739073, 1215235, 617732, 301830, 24839, 824070, 665353, 1519366, 672524, 1795340, 1959417, 160536, 193818, 544539, 448796, 1365787, 1728284, 1389863, 321832, 630057, 719149, 1307444, 1719605, 1731385, 973132, 2023244, 1088854, 255834, 1117023, 293730, 620388, 1904484, 697703, 867176, 1281388, 1345390, 1289584, 626033, 432502, 1387894, 1800056, 522111, 2020226, 1045892, 909192, 1922953, 1063307, 1320331, 1373582, 1929105, 1504150, 377239, 262552, 807321, 1572763, 170413, 1821103, 1099184, 147378, 121269, 1576373, 1178044, 1702333, 1426879, 1461186, 772548, 795588, 1470409, 864716, 1892304, 1131986, 768982, 868311, 1251288, 176602, 1846747, 1454557, 463838, 696290, 208868, 1747430, 1500136, 1147370, 1923562, 1626614, 2003449, 1521659, 1861630}	67729
Evelyn	Nelson	7/28/1989	{415744, 346633, 390163, 1858581, 306710, 1707033, 1625117, 1252384, 679462, 922150, 1593387, 206383, 105522, 1903157, 1854007, 285240, 442423, 14394, 246332, 1356860, 1213502, 191052, 134734, 555087, 451670, 101464, 312922, 712284, 395357, 875104, 380006, 550502, 1018470, 1529960, 176235, 1025134, 1497198, 730739, 951411, 1404533, 255099, 943233, 787079, 957063, 1556618, 1813643, 1335949, 514192, 2031761, 322194, 1749139, 1765525, 1303704, 629406, 1146019, 518823, 540328, 1839275, 480438, 1990327, 1478328, 1150652, 1514177, 1278153, 764620, 1255628, 654030, 1618644, 51419, 761055, 366306, 596199, 1010921, 1110762, 440557, 259310, 152815, 2031344, 127731, 1608435, 1112315, 1270523, 348413, 1795323, 1827585, 301830, 310024, 81164, 502541, 672524, 1125644, 1746705, 401173, 160536, 738584, 1487130, 1538335, 1308969, 780076, 272686, 209716, 577337, 382269, 264008, 1305929, 60920, 189261, 266578, 464722, 778066, 572758, 78168, 1056088, 482655, 263008, 2017119, 865122, 620388, 26474, 30573, 1664366, 626033, 808821, 1387894, 1290617, 507773, 1274237, 1428349, 499073, 1735554, 1574787, 1045892, 1922953, 1258890, 1063307, 1320331, 1286544, 1432976, 180115, 655767, 962456, 222618, 201629, 147870, 924590, 298420, 1073591, 1373624, 1910202, 1975740, 889790, 1907134, 107458, 795588, 585669, 130502, 822727, 1470409, 449482, 824782, 618449, 1836499, 1846747, 1393628, 1419741, 743902, 1281504, 727009, 1488878, 1182193, 1235447, 799736, 2003449, 313854}	65425
Stacey	Carrillo	4/8/1983	{144388, 1198091, 1314833, 390163, 87573, 1024533, 1906199, 1114645, 564248, 1167388, 749085, 1252384, 1974818, 629283, 103463, 1109039, 277040, 1749553, 905268, 285240, 1434169, 14394, 1701438, 335937, 995905, 1490503, 1529930, 474187, 134734, 555087, 203350, 246870, 1170518, 1921624, 312922, 1000026, 712284, 395357, 602206, 871007, 1907297, 967267, 845412, 1986147, 1354854, 176235, 489070, 1497198, 2016369, 1097844, 1708149, 7287, 1643642, 976005, 126090, 191630, 1765525, 1164950, 37015, 17563, 192668, 1379489, 1616035, 1948323, 518823, 1391786, 1310907, 1143997, 1241278, 1493694, 1969342, 58562, 1375938, 1199301, 745673, 1771721, 411854, 500431, 1091790, 964311, 920282, 353501, 1264864, 132321, 1570531, 228583, 1010921, 1247471, 1814773, 803062, 616695, 1131766, 798459, 543997, 348413, 799997, 1698046, 496386, 514308, 301830, 1646344, 665353, 625419, 1794836, 703771, 1443100, 588583, 698665, 1308969, 465195, 1787180, 433966, 1598266, 382269, 1603902, 1563969, 973132, 189261, 315213, 819535, 1442126, 1485644, 729941, 199003, 971100, 237406, 1102177, 1636706, 26474, 954220, 61294, 1469296, 670577, 1151857, 281460, 298868, 1387894, 1273207, 1408888, 386426, 1428349, 522111, 1087360, 807809, 1192319, 1735554, 1045892, 67973, 372613, 493446, 909192, 1951619, 1320331, 678287, 723350, 718743, 834971, 1305500, 201629, 1889186, 880553, 1597869, 1821103, 2002352, 2017715, 298420, 270774, 552374, 618426, 889790, 797641, 69580, 1836499, 259541, 1727451, 1870299, 1418213, 230888, 1147370, 1923562, 866802, 1235447, 2003449}	85676
Kenneth	Studer	4/5/1969	{613376, 1779712, 144388, 996362, 1920015, 506385, 1024533, 855574, 1719832, 1252384, 805923, 202277, 891435, 1269293, 321584, 1749553, 6197, 1854007, 285240, 1143867, 417346, 1687619, 784457, 404554, 1882185, 555087, 942672, 1011281, 1321552, 1746518, 1921624, 1463385, 312922, 1124955, 1008732, 1096797, 1592927, 550502, 1354854, 1529960, 2031209, 1072749, 1497198, 1167986, 223859, 730739, 560759, 191100, 1197693, 1184893, 1297539, 1057412, 1091718, 1413769, 714380, 1317517, 1335949, 682646, 118945, 1379489, 518823, 1839275, 2222, 21683, 340155, 2042558, 1514177, 1156290, 111304, 644808, 582356, 1390292, 1618644, 1045214, 142048, 132321, 1609953, 38627, 1631460, 228583, 697576, 188649, 152815, 1871089, 435960, 798459, 549116, 543997, 1678084, 301830, 1546503, 310024, 625419, 390925, 1393422, 1890061, 1635600, 608529, 157466, 1002271, 1175328, 1047329, 369446, 1308969, 780076, 1177901, 658226, 1614132, 260412, 1662781, 1598273, 388418, 927554, 1907014, 315213, 934226, 2008916, 1397591, 78168, 790360, 323423, 482655, 687463, 2036584, 1656684, 367981, 1588590, 1387894, 842103, 1013116, 507773, 669566, 1808253, 1682816, 1902975, 1735554, 67973, 1087884, 1432976, 180115, 909717, 723350, 954774, 1443224, 885148, 741789, 1934753, 1114028, 1551280, 2017715, 618426, 1621947, 1677245, 889790, 1383359, 1765309, 130502, 1812429, 615375, 1819599, 825297, 266195, 1836499, 864727, 802779, 1419741, 1607648, 727009, 1543649, 2038248, 975337, 1147370, 536047, 1071088, 1424882, 1756663, 2003449, 961531}	32875
Kirsten	Little	4/5/1979	{1550338, 144388, 98310, 2035209, 814091, 1198091, 235022, 972814, 1894417, 1024533, 1427485, 1252384, 1437221, 1109030, 1610277, 802856, 449580, 1767984, 1749553, 285240, 1031737, 1595965, 1687619, 784457, 1882185, 134734, 555087, 1402456, 1921624, 312922, 1124955, 984156, 547421, 1096797, 283232, 1529954, 1140838, 1354854, 2031209, 1281652, 493690, 754301, 1091718, 1530505, 735882, 770702, 1458322, 118945, 458402, 932003, 518823, 61609, 429225, 2002601, 1151155, 1458870, 668349, 204992, 644808, 961737, 112330, 1390292, 1601748, 1297624, 1379034, 132321, 1844449, 38627, 388324, 1631460, 1895653, 228583, 1010921, 1425643, 324332, 771820, 1168625, 1871089, 1574132, 1393398, 435960, 1965817, 798459, 543997, 301830, 634118, 824070, 1556745, 625419, 390925, 545037, 608529, 290579, 157466, 1196314, 536860, 1559322, 676639, 476964, 1308969, 1115952, 385845, 657207, 2023739, 237373, 602943, 1598273, 702790, 1907014, 264008, 1161545, 757580, 315213, 942926, 2031950, 2008916, 1914197, 1816921, 2017115, 249180, 1526623, 293730, 394600, 1988971, 1345390, 1652596, 1387894, 360824, 1737086, 1956734, 1735554, 618884, 67973, 1145739, 1320331, 722829, 530830, 1970574, 218514, 930194, 909717, 262555, 1572763, 833953, 1691554, 1804707, 1934753, 1745829, 243114, 267691, 795563, 956845, 1114028, 1551280, 1770416, 1497522, 2017715, 1729972, 709557, 337846, 994229, 330680, 1765309, 889790, 540608, 1576385, 1066947, 1009605, 1331657, 1836499, 768982, 372184, 804312, 1916376, 520155, 1419741, 1543649, 861162, 331755, 1147370, 536047, 1553905, 77298, 592373, 2003449, 1333759}	45503
Nicholas	Johnson	10/15/1969	{1654275, 98310, 173575, 130056, 564746, 1122826, 550924, 568848, 1808402, 1087510, 1719832, 1158176, 1252384, 1533984, 629283, 300583, 1308713, 893483, 362541, 910381, 1269293, 1275440, 1801775, 105522, 1354292, 1981493, 1220664, 1143867, 625213, 315458, 1090626, 531524, 784457, 404554, 798282, 1882185, 632398, 555087, 821840, 312922, 1507933, 1592927, 1980512, 1529960, 1675882, 1497198, 458866, 1404533, 1215607, 1432184, 375928, 233087, 259719, 957063, 622736, 1395859, 1143447, 1281177, 446107, 285341, 706205, 1546400, 1146019, 518823, 383661, 795315, 1299124, 868022, 110775, 246456, 1942199, 1150652, 1969342, 1856193, 1130690, 1156290, 644808, 1082057, 864458, 1278153, 764620, 1314509, 1551052, 1777362, 960213, 1017047, 1916120, 651481, 184539, 188649, 691949, 1698542, 1231087, 1724653, 1227505, 832247, 469242, 1126650, 1195771, 1177345, 301830, 1341194, 1809163, 364306, 10515, 943891, 1728790, 1829655, 1478426, 635165, 860447, 180006, 719149, 572207, 862514, 209716, 433461, 501560, 1637177, 359743, 574273, 388418, 1579845, 1626952, 417609, 2023244, 464722, 842581, 632150, 1005398, 1088854, 2017119, 683890, 281460, 407413, 1374069, 1387894, 856954, 1103227, 1632635, 1735554, 2020226, 1098629, 1109383, 998283, 1320331, 1323917, 431502, 1582476, 1929105, 2008981, 954774, 1389464, 494489, 222618, 807321, 885148, 1466777, 147870, 688032, 1934753, 637863, 269224, 1260967, 981496, 1114028, 1770416, 1598389, 348600, 1621947, 889790, 1855422, 816577, 220102, 699849, 1819599, 1892304, 618449, 352722, 825297, 1836499, 1012183, 1251288, 1360858, 1922012, 830429, 1419741, 323040, 2005474, 1768931, 242149, 1871336, 91117, 1182193, 1522677, 239606, 1019895, 1751544, 2003449, 2037749}	10533
Eartha	Taylor	5/12/2002	{1213958, 130054, 459782, 56329, 1537548, 151060, 1467415, 438808, 1545246, 629283, 1077797, 205354, 362541, 689711, 285240, 2039870, 1816127, 335937, 1350212, 784457, 1390154, 1882185, 191052, 1957453, 555087, 1907281, 1000026, 1485404, 602206, 1307743, 398433, 782434, 868450, 1087587, 1491044, 1986147, 433768, 489070, 1497198, 387186, 1078899, 572532, 1167986, 644728, 132729, 976005, 370822, 594055, 957063, 126090, 1972875, 1317517, 57489, 1740434, 1647763, 2031761, 37015, 1303704, 1379479, 1598623, 39072, 1608867, 518823, 540328, 1569448, 2222, 584366, 1090222, 308402, 21683, 139955, 554162, 769716, 1339578, 1150652, 1252542, 971969, 1361093, 1113798, 411854, 500431, 872655, 1832657, 936150, 247002, 1951963, 2019548, 117981, 142048, 1264864, 740578, 34532, 659687, 402152, 1729773, 1900782, 1871089, 1131766, 372987, 301830, 672524, 1795340, 1635600, 2001169, 1513234, 160536, 244505, 293657, 448796, 1443100, 1559836, 678687, 1047329, 321832, 497966, 1216816, 187700, 209716, 274235, 112448, 893252, 1758536, 106314, 1857869, 1442126, 1508686, 503635, 1209171, 2008916, 255834, 183132, 2030941, 379230, 971617, 620388, 687463, 1258855, 1970023, 1783665, 979826, 1387894, 1273207, 1408888, 1466742, 669566, 614270, 104319, 1326463, 1951619, 634244, 1922953, 1063307, 1320331, 1439633, 1995666, 592275, 1579924, 1504150, 377239, 718743, 834971, 1934753, 1277359, 1695665, 270774, 1178044, 1201084, 1383359, 797641, 1142739, 259541, 1939420, 101853, 1260510, 1830367, 1002469, 934887, 1500136, 295913, 1147370, 2003449, 1521659, 1342972}	83048
Angela	Wilde	12/31/1976	{1654275, 1527824, 151060, 306710, 778777, 217116, 936995, 202277, 679462, 891435, 1186859, 1242161, 6197, 321591, 285240, 442423, 1281594, 1954871, 26174, 489534, 1054785, 620099, 632903, 2008652, 555087, 618064, 203350, 101464, 312922, 597084, 897629, 1307228, 1432668, 1980512, 615012, 1011300, 1140838, 1614951, 1529960, 1014893, 362094, 1497198, 1899632, 1699441, 494195, 951411, 987768, 646271, 1058436, 1317517, 924307, 1798803, 1816724, 1691799, 446107, 978591, 39072, 518823, 540328, 1569448, 1891496, 706737, 668349, 1143997, 204992, 1130690, 230086, 650956, 1075406, 1637075, 1378004, 1951963, 831196, 663545, 1241310, 1492703, 142048, 1150691, 580324, 1890020, 659687, 1643243, 324332, 691949, 2014450, 798459, 1914623, 301830, 1646344, 1666833, 858903, 244505, 157466, 140059, 723226, 635165, 1820448, 329001, 1308969, 1888043, 1252152, 1013051, 366398, 1603902, 977732, 534341, 913222, 264008, 1539401, 547658, 1758536, 674125, 411984, 959312, 1088854, 432985, 782172, 2030941, 971617, 1594723, 1091941, 687463, 1797993, 875883, 1081707, 1588590, 808821, 1387894, 1466742, 1290617, 233855, 1735554, 1937797, 1922953, 1320331, 1439633, 1752977, 2023825, 91028, 1443224, 1708954, 741789, 1153437, 193443, 1857454, 402864, 683954, 1193396, 330680, 348600, 889790, 1498046, 1766334, 1066947, 824772, 797641, 1331657, 1228239, 1836499, 802779, 1910236, 1419741, 1260510, 1830367, 1171937, 739810, 295913, 1147370, 502763, 2032617, 1564141, 1421294, 1488878, 1822194, 1982452, 485367, 2003449, 166910, 335871}	48285
Laurie	Arevalo	6/18/1944	{1930753, 1654275, 357891, 849414, 130056, 1886732, 1553424, 748052, 1114645, 438808, 178715, 1252384, 1559076, 456232, 1672233, 292394, 1790507, 970797, 1822253, 206383, 1336879, 801846, 285240, 335937, 520263, 644684, 134734, 555087, 218193, 637522, 312922, 818267, 712284, 1008732, 602206, 830046, 1485404, 1786464, 1980512, 967267, 701029, 1529960, 176235, 1497198, 628345, 255099, 976005, 370822, 1273479, 126090, 1813643, 1973386, 1216141, 1903757, 101013, 37015, 446107, 664737, 1051300, 518823, 144552, 1039528, 1231532, 1162939, 752830, 908481, 58562, 500426, 727253, 51419, 634076, 1026784, 1638112, 1010921, 691949, 861934, 1531120, 1997554, 1296629, 436472, 1760506, 798459, 234237, 719102, 975613, 1698046, 544513, 617732, 301830, 665353, 1341194, 1128204, 5902, 526096, 248593, 1472274, 1875217, 2001169, 293657, 193818, 668953, 1443100, 635165, 1445661, 570146, 1428772, 276776, 1308969, 433966, 822067, 1058099, 1464124, 1647935, 1305929, 1130826, 1420617, 973132, 1743177, 1442126, 819535, 1136976, 1088854, 1056088, 432985, 379230, 1617758, 26474, 30573, 1367917, 1681774, 182642, 348531, 1387894, 1408888, 1352057, 1454458, 614270, 1087360, 1735554, 1149827, 1951619, 1922953, 1320331, 1993617, 1620882, 681364, 1763736, 834971, 201629, 1145259, 1610673, 1271218, 298420, 270774, 330680, 889790, 112065, 162246, 730567, 393161, 36298, 1126346, 1762763, 1210833, 1061330, 1836499, 259541, 588798, 687102, 907743, 1418213, 1147370, 1923562, 404977, 1461235, 592373, 988662, 1722869, 2003449, 1406974}	7631
Lloyd	Williams	12/19/1952	{98310, 550924, 1452557, 309776, 1362449, 1154579, 1837590, 1765399, 1588759, 1493532, 749085, 794659, 202277, 333863, 285240, 1816127, 980033, 1054785, 555087, 664659, 955476, 203350, 668249, 312922, 1307228, 1197661, 2023519, 969312, 845412, 1529960, 1497198, 494195, 32383, 976005, 1984651, 1317517, 1781902, 1494161, 1106578, 37015, 1032856, 877215, 141991, 518823, 540328, 906920, 1569448, 523954, 1842875, 1143997, 1417924, 230086, 745673, 112330, 1796812, 1613009, 1734353, 1971927, 740578, 659687, 1626344, 1010921, 1281258, 1259, 1643243, 1827049, 1247471, 2014450, 1814773, 998137, 1795323, 798459, 1378565, 301830, 824070, 1646344, 443659, 1925901, 609554, 1654548, 244505, 140059, 39708, 544539, 1443100, 1454367, 1680162, 1993508, 1374503, 1308969, 465195, 1205547, 1899821, 1263919, 1872183, 1252152, 709946, 1603902, 127303, 802120, 363849, 1539401, 1758536, 1485644, 1151311, 352086, 1005398, 1676120, 1330009, 2034011, 2030941, 971617, 293730, 1727330, 1091941, 867176, 1470315, 1345390, 1790320, 1414513, 683890, 1387894, 1273207, 1408888, 1466742, 1428349, 1087360, 2006913, 1735554, 634244, 1922953, 1203083, 1053068, 1320331, 1439633, 1953681, 2038673, 91028, 169879, 1708954, 1572763, 1889186, 21419, 1029036, 428461, 1296304, 1189297, 2002352, 270774, 887742, 889790, 296391, 797641, 9681, 744402, 1836499, 259541, 768982, 458200, 1884120, 1673178, 737755, 1846747, 1260510, 1830367, 1147370, 1564141, 1749998, 1270767, 1769968, 83953, 2003449, 406522, 313854}	85467
Betty	Stone	8/7/1959	{613376, 144388, 1914376, 1635854, 647699, 1024533, 193560, 231961, 1427485, 350752, 1252384, 271908, 1481254, 802856, 1871405, 105522, 1010742, 285240, 69179, 651329, 207938, 417346, 1952833, 1151052, 2008652, 134734, 520782, 555087, 895568, 942672, 451670, 120920, 623704, 1463385, 1921624, 712284, 1675361, 1907297, 550502, 1529960, 176235, 596075, 1497198, 730739, 1034871, 560759, 1367674, 1184893, 115840, 1945216, 1664130, 1091718, 957063, 1530505, 1317517, 1335949, 1781902, 629406, 1379489, 1146019, 518823, 1839275, 1751217, 480438, 1478328, 603840, 1278153, 2023123, 1556180, 1609953, 1844449, 125672, 1429225, 152815, 703216, 798459, 348413, 911108, 438021, 301830, 310024, 982281, 699658, 1341708, 1746705, 943891, 467224, 1175834, 819490, 35107, 1993508, 19755, 572207, 656690, 501560, 967480, 217914, 1684283, 380222, 786752, 1623877, 1161545, 700746, 1305929, 934226, 1330009, 2034011, 157022, 1121631, 505699, 625519, 1387894, 507773, 282493, 2006913, 1735554, 1045892, 1213323, 1320331, 1885068, 312723, 1763736, 811420, 201629, 865694, 294305, 1096097, 1804707, 1029036, 2017715, 298420, 123829, 709557, 738230, 1309114, 887742, 889790, 39363, 795588, 1470409, 266195, 1836499, 372184, 458200, 1846747, 1148893, 487390, 773598, 323040, 1419741, 1607648, 25067, 83953, 986100, 1756663, 2003449, 1333759}	30132
Ella	Blanchard	9/30/1941	{1213958, 130056, 1440266, 550924, 1527824, 647699, 1672211, 103957, 306710, 1588759, 1114645, 749085, 1158176, 1252384, 629283, 1077797, 679462, 1271337, 292394, 1320490, 1981493, 1116214, 442423, 285240, 14394, 2023995, 335937, 1350212, 1553994, 644684, 632398, 555087, 1686608, 664659, 10327, 312922, 818267, 597084, 825434, 602206, 1432668, 1980512, 845412, 1529960, 1501802, 1497198, 175727, 951411, 1307781, 1353862, 2009222, 52362, 126090, 1653902, 1238160, 1395859, 1016986, 446107, 1960602, 39072, 439975, 518823, 547496, 1139881, 762539, 1282730, 554162, 868022, 1644214, 202430, 1856193, 58562, 1130690, 1070277, 745673, 864458, 961737, 1547465, 1075406, 500431, 902863, 1785554, 1637075, 651481, 1260768, 1768164, 1187046, 1626344, 1010921, 1807083, 691949, 1247471, 1814773, 1479414, 639736, 100090, 798459, 218366, 375041, 133890, 301830, 1107210, 44811, 526096, 908056, 157466, 1365787, 1559322, 635165, 1135391, 1820448, 831780, 329001, 465195, 719149, 433966, 1058099, 739124, 433461, 1379126, 1803573, 1777990, 264008, 802120, 1626952, 2023244, 1047886, 1442126, 959312, 1508686, 1397587, 1088854, 255834, 1367917, 1469296, 1151857, 1790320, 808821, 1387894, 839033, 1290617, 1378690, 1735554, 1951619, 1937797, 1475974, 2020226, 1373582, 135057, 1504150, 807321, 834971, 1678235, 335263, 325544, 1723823, 1189297, 147378, 1610673, 1576373, 348600, 1296827, 296892, 522174, 889790, 393158, 1310664, 36298, 778188, 1892300, 9681, 1836499, 400857, 1910236, 1419741, 1922012, 1695714, 1500136, 1147370, 1488878, 1461235, 2003449, 1521659}	34365
David	Long	10/8/1971	{130056, 1095184, 397331, 1158176, 1252384, 1263137, 629283, 493096, 916522, 1778732, 105522, 1027635, 1408575, 1136711, 474187, 764492, 1287755, 134734, 555087, 618064, 821840, 713816, 1195608, 312922, 897629, 83551, 1011300, 33894, 1140838, 1529960, 1912934, 176235, 1497198, 114291, 894580, 1643642, 376954, 1353340, 1514109, 231040, 976005, 957063, 622736, 91793, 1323666, 389268, 37015, 1143447, 285341, 1146019, 1616035, 518823, 1869994, 211116, 1602231, 1478328, 646330, 1150652, 668349, 59584, 204992, 1878216, 1278153, 1598669, 184539, 369374, 1259, 324332, 799467, 316142, 1231087, 740087, 348413, 355583, 514308, 301830, 1725201, 943891, 14612, 1572116, 1728790, 723226, 61724, 448796, 1443100, 1550623, 1757480, 1308969, 1732906, 719149, 572207, 501560, 1684281, 1849144, 2023739, 1305929, 1485644, 674125, 2023244, 1719636, 1390421, 1102177, 26474, 1081707, 1281388, 242029, 4974, 1717103, 432502, 1273207, 1387894, 1428349, 1087360, 1735554, 1330051, 492933, 1290120, 1922953, 1038730, 1320331, 1373582, 678287, 297360, 1752977, 1929105, 1763736, 807321, 94618, 1708954, 201629, 328605, 1209247, 1857454, 2002352, 270774, 1601462, 889790, 1766334, 1225665, 1066947, 69580, 1892304, 1836499, 259541, 1251288, 1870299, 1419741, 323040, 1791460, 551911, 2032617, 929258, 1915371, 77298, 1982452, 2003449}	59369
Richard	Dutra	5/30/1996	{98310, 1213958, 130056, 101897, 241166, 1654807, 1719832, 651804, 1252384, 629283, 1077797, 1269293, 1790509, 1909293, 1981493, 1003062, 1116214, 285240, 1143867, 335937, 1350212, 1339974, 602696, 784457, 1882185, 555087, 1686608, 1510995, 1739859, 312922, 1592927, 967267, 1529960, 1501802, 496238, 175727, 1497198, 1804402, 187524, 1307781, 1353862, 313479, 1084552, 126090, 969363, 1395859, 1281177, 437919, 1620640, 625313, 1027233, 1808543, 518823, 1139881, 762539, 738992, 501426, 554162, 868022, 208567, 691384, 1644214, 1024191, 1856193, 58562, 1156290, 117957, 1070277, 1113798, 644808, 1082057, 864458, 1388234, 1420999, 1314509, 1075406, 500431, 1637066, 1780939, 1378004, 430293, 1031893, 1390292, 1916120, 1260768, 1187046, 224495, 1871089, 798459, 1698046, 375041, 392964, 617732, 301830, 668938, 1819915, 882449, 332567, 193818, 1559322, 666908, 678687, 29472, 2036514, 1561891, 719149, 433966, 1177901, 1021745, 1321265, 1598273, 388418, 1777990, 1626952, 547658, 973132, 2023244, 1508686, 819535, 959312, 2008916, 842581, 632150, 1005398, 1490261, 255834, 72039, 530282, 407413, 432502, 839033, 1953660, 1735554, 1951619, 131972, 1046916, 1475974, 1513860, 2020226, 1922953, 735628, 1373582, 1504150, 266648, 807321, 834971, 1678235, 1934753, 325544, 113070, 1821103, 649143, 1230780, 889790, 65471, 443840, 908734, 528834, 1855422, 1920457, 1201610, 1012172, 1892300, 950734, 1442254, 1836499, 1419741, 420326, 1158119, 1500136, 1147370, 1923562, 1274863, 2003449, 1521659, 226815}	31552
Jennifer	Romano	6/1/1999	{1319937, 1929217, 101897, 1886732, 1527824, 1789969, 87573, 1024533, 1998875, 1252384, 784426, 1265198, 236592, 392246, 1854007, 285240, 1954871, 882748, 625213, 1315391, 43586, 1687619, 1339974, 798282, 644684, 555087, 387158, 861270, 312922, 1124955, 547421, 1240159, 1786464, 782434, 80483, 1432163, 1813091, 550502, 1529960, 1159274, 496238, 1497198, 2016369, 223859, 423027, 441462, 987768, 628345, 258685, 105599, 1058436, 1038983, 1084552, 1413769, 505994, 181393, 1330321, 39072, 1051300, 1638053, 518823, 144552, 633514, 2042558, 59584, 2035905, 1156290, 1388234, 1618644, 1568469, 130774, 1408223, 38627, 1631460, 1210597, 1010921, 1302249, 1271019, 1386731, 316142, 589039, 1433328, 404213, 1510133, 1697530, 799997, 218366, 301830, 1809163, 1128204, 1393422, 531729, 364306, 608529, 711953, 1666833, 1762580, 668953, 157466, 682778, 1445661, 995615, 1008927, 1713952, 329001, 1308969, 780076, 481069, 733486, 1514799, 436016, 739124, 805173, 260412, 567102, 1534783, 927554, 534341, 702790, 1909584, 1129809, 2024272, 632150, 78168, 1617758, 137568, 1730917, 875883, 657261, 1151857, 281460, 1754998, 1735554, 1513860, 1937797, 998283, 1582476, 909717, 1822102, 266648, 1565091, 880553, 1005993, 324012, 1372079, 402864, 683954, 1702333, 889790, 7615, 220102, 393161, 1920457, 1812429, 1131982, 1836499, 687102, 1922012, 727009, 1543649, 242149, 1418213, 1147370, 193003, 1071088, 204788, 634356, 239606, 955382, 2003449, 1406974}	69208
Bobbie	Henry	10/14/1960	{449027, 130056, 1198091, 568848, 339475, 1719832, 1998875, 1424414, 833058, 629283, 1281571, 749101, 426030, 1269293, 1981493, 392246, 1837624, 1548345, 790586, 1468989, 1064513, 1687619, 947272, 1136714, 1607758, 555087, 821840, 1011281, 1824848, 1113687, 1143896, 312922, 1124955, 1096797, 234591, 1592927, 1529954, 207973, 732774, 1354854, 1614951, 1412713, 310379, 1152635, 517245, 284798, 155271, 1230987, 1360011, 1180302, 622736, 198803, 1961620, 1143447, 1194648, 682655, 1324192, 317602, 518823, 758441, 1942199, 752830, 1156290, 1488581, 979655, 184539, 1224414, 149727, 132321, 38627, 1631460, 187902, 228583, 1789160, 799467, 1992942, 471281, 1416951, 435960, 543997, 1258237, 1775362, 301830, 1393928, 1040142, 608529, 14612, 473365, 1728790, 1794836, 157466, 867614, 1259295, 1814303, 74017, 2036514, 276776, 69420, 719149, 1177901, 1655602, 1252152, 1308990, 1806661, 1685320, 2023244, 315213, 1390421, 647510, 84824, 564570, 1611610, 1943902, 664424, 1043305, 1796462, 575855, 432502, 1387894, 1854838, 2041719, 1058170, 1735554, 1149827, 1336708, 1922953, 994698, 1320331, 1373582, 1095567, 1233808, 1929105, 723350, 1574295, 807321, 1109915, 1371547, 1386397, 784290, 1787308, 1497522, 1103283, 1271736, 618426, 1621947, 889790, 540608, 1710018, 1728967, 1126346, 477132, 1819599, 1892304, 895953, 1836499, 1280468, 1251288, 1240027, 1419741, 1543649, 1395682, 1622497, 775655, 1147370, 678381, 454644, 2003449, 650749, 581118}	89833
Joseph	Cropper	9/16/1938	{229895, 15367, 1886732, 1372689, 1083924, 827413, 1588756, 1814554, 1252384, 439333, 1271337, 1121324, 1801775, 886832, 594994, 1093682, 1805363, 497717, 442423, 166968, 285240, 1090626, 664659, 345172, 317525, 1637973, 960088, 312922, 423002, 371808, 1786464, 782434, 1432163, 1500262, 1529960, 1064041, 1717866, 1916522, 1497198, 223859, 502899, 1215607, 628345, 705150, 2185, 236170, 935049, 1413769, 1838219, 1642127, 1585297, 916633, 889499, 555676, 320157, 556701, 518823, 59048, 211116, 995509, 246456, 373945, 1159866, 386235, 1831614, 2042558, 2035905, 123074, 1181893, 112330, 1780939, 31955, 1923285, 215767, 1213143, 1866971, 316126, 761055, 174816, 580324, 1626344, 1010921, 589039, 592111, 841975, 436472, 798459, 953599, 375041, 17157, 301830, 1378565, 1167112, 1644297, 1044234, 1968395, 531729, 1762580, 199959, 682778, 84764, 1308969, 19755, 1300267, 481069, 287025, 1897780, 805173, 260412, 567102, 958271, 1128768, 1551166, 927554, 1417027, 1990466, 1427272, 1759049, 1701197, 1928525, 1129809, 1516372, 605015, 483678, 533346, 1544042, 1790320, 369014, 201079, 1387894, 1059706, 796540, 970108, 1735554, 713092, 282501, 1568649, 1922953, 1320331, 1415564, 244622, 181137, 428946, 909717, 1822102, 1466777, 1622937, 550813, 1237408, 1556389, 552871, 900521, 99755, 1189297, 1914801, 1868211, 1975740, 1225665, 1357251, 699849, 492491, 934347, 1812429, 28112, 9681, 217043, 1836499, 1295317, 1673178, 2027998, 116192, 1176545, 1069539, 1418213, 1147370, 1988074, 1071088, 1110517, 183799, 1751544, 2003449, 1406974}	63361
