GivenName	Surname	Birthday	bloomfilter	uid
Bradley	Brown	10/5/1999	1111010011111101100011011110010011100001000000111110100010011111001111111111000001111000000001000010100101000000010011011000101101100000001101011000111110011111110111011011111011011110001000011110001110110011011100010000001011101001001101111111011111100010000111000000000110000000000001001110001101001000101101111000110111000111000011010110000011010111110101001010010111001110001101101000000110001110101101111100110111001011000011001000100101101000000110101001010100101100110110111100101110100000111010111011110001011111000011001001101010000000000001010100000100111010011101100010110011010011111011011100001101100011000011010100110100011110000001111011100010101111111100101100101101100100111110011111010000010001000111110000001101011011111011110001111010000001111100010111101100010100101101001010010100110100101011010111010101110010100110011000001000011000011101011111111101100001011100100000001100011000000101000001111001001101000000000010101001110111100011100011100001011001000011110100111101110110110110011011010010001000	81120
Teri	Campbell	6/9/1941	1101001111001001010111101100011000001000101100111011011001001110111010110010101011010101001100100010101010101100010100111101010111110101010001111010111000010000010110001011000010110111100000011100100001111010000111101010011101000001010011111011100100101010010100111110001100101101001101100100111010010111101110111111000010001100011110000101111101101011101011110011111101010011100100100100110000000100100100011010100001110001110011001111111010010110001001100000011000010100101011100001101000011101010100000010111000001010110111001100000111110000001111100111110000101111000010011100101110110010000101101001110011110001110000000011000001001101000101111100010100100100101011000100101011100011101011100000011011011001110111011000000101100100001000001100111001101111001011010110101010000100001010000101100001111100000101101100111010011001100011010101100111100011101000111110001111001111100010110101110000011110111010010010110000110010100001001101101100111001100011100000010100101000110100101011001100010011100111100001001000000111	53862
Darlene	Frazier	3/22/1965	0111001100001101111000110111101111000100000000111010000010001011100111110110111110111111110001110001111101011011011111000000010111001100101110001000101010000101100111110111100111101110010010101100100000100101101000010010100000001101001000011010111110111111001000110101001000011110111000001000001010100100100110110001100111100001010111101101110001110100001110110110011010101100111001011000110100110111001010001101010001110100111101010100001110001110000110001000111011000111101010001011010011010100101000111111000000101010110010101100111110010111001101000100110011110111111001000011010001101101110010111010111111010110000010110100010000111101110010010111010101001101110001001010000101110110101010100011100010110011000110110100001000100110101101101000010010101011011011011010001011001110100100011100101110110001011100001110011000110000011101111011011000101001100001011000110101011011010000011100110110110000000101001010100101111101110100100100001111101101110110000100101011011010001000101000010001011110011000101101011000001000	83632
James	Pace	3/16/1961	0011010111000011101101010000010100100111001010101110011110000101100111010111101001110001101110000000101000111101110110000110101111011010111100011000101010111011101111001111100111011011100100000011011100001110011101111000001011100111000101110100010000110101110100100001000001011101101011011101100001100111000000110001000010010010101000110011011100001000011110011111100101001001011001100111111011011100111011100000110110000001011100001011010101011001010111001000010111111001011110011010000001001000001001100110100000111101001100111000000110000100110000000100100010100001010011101101001110000110101010001101111111111111010110110110001001000110101111001010110010001000001111010010111100101110011010111101101100100100100100001100101001011101110000100110011010001100110100011100100000010001010000010111011101111111101010001000110011001010111111010011000000001011111111000101110011101011001100010001100100101000111010110101110011110100101001000010111001101100110010111000000100011000100001001001100000101001000101000001001011010101	47840
Howard	Williams	1/3/1989	0001000101111111101000100010101101111110111110111000011110100101111001101010001110100010010110101110111100101000111111100111011011000010011011011010000010110001001011001100101011000000000010000110101111101010001111111010110111110000110010100000111111100111101100011110100110001111111001110000000111101110011000101100110110001010010011110110100000011001100001110101111011000011000100111000100100001010001100101001011011000110101011011001010011100010111010111010110111100000010101001111000101000010100010011101110011100001111010001100011101110011111010000000000011011000101111111010110111111111111101111110011100100001001101000000101111110100110110000010011110011100111100100000001100010000010011010110100011010001010010111010101101101000101110011011001100100110111000110101100001101010000000000110111000001011001001101011110011110110110010001110010011001110111001000000110110110011011101011001011010000000100010001101010000010100111110100110100110101010001110110011100101000101100001010100111000111011011001110101100111101001	6272
Ronald	Chisolm	8/18/1973	0101000111000000111100100110101011110110111101111100000111110011100100110011111000011000111000001111101110011000110100000110000010101110011000011000001011011101011111011100110000101001111100000000011000001001011001001101111010000001111010111010111001001011000111001001001101001010100000010010001110111000000011100100101110100001001010010010110001010111000100000010001011101101101010111000110000011000001100001111011001100000100101100110110100101000100000001110011001100010111001010000110101000010010011001011101101101101001001011011110111111101111100011101100110010101011011010010100000010000100111110100011111001110000010111111010010110111011011000000010010000110000011000011100110001010001101010110010110010100100011010010000101101010000110111011101110110010111100010110001100000100000101000011110010001011000001110001110010001000010010001001011100101010001000100001001100110111011110100111000011001110001000100101100010100010111001001111010001010011000010010000010110100010011100110100000111101101101101010101110110011111	32977
Stephen	Chen	1/30/1973	1010101111000000100001010101000001111101011011110100111101100110111110111100100101101111000001000111010100010111101100111111011100110100010101111101110000111010111010001110101000100101101111111110111000101001000000111100000100110100000001100010100110001111110000011101000001010011000000001101000110001100101101010011101111110011101001111111010010011000001111000101011001111000010010010111110110011110100000101110100011001111001001111000101001010111101101000100100111001000110010001101010001001001011101111010011010000111000100001010000010100010111001111101011101101110000001010110000111111101100011000100010001111110111001101111011100110110010001110001110111000111100000100000101110100101011101100100111000111011100101110011101001111100010100010000111010101100000110101101110110101100101111100010001011111011010000111110101010000011010100010101010111001111101010101001000100000010100011110010001010001100000111110001100100000101011010110000001000000000111101110011001110010111101011111001100111110010101110110001010101111001	32694
Joel	Lewis	12/16/1971	1100000011000011100110100111100011111001100010010111111111100111100010001001011101011000101000111001010011111100100101001001100000011011011111101100011011011110100111010100000011010011111010010000001000011010001101011010010010000111011110011101000000000010110110110100001111100000101110000001111110011010011110111000001100011110011111011100100101010100011000111010010100101110010101011010101111100011110100000001000011000110001001101001100111101101010001110010111001110010001100100101100100110000000110001000110010011001000011111101110110000010101100001100001110101111010001010011001000111001010011100010100101000011010101010111111000101011100000111000000011011010101111000101010101111100101101001110011010101100000100101010011100001000011110001010011101100110101011110100111101100011110011011001011000111010101001101100100011110110001101110000001100010111111111010110011111011111101001101011100101111000110001101101011100110000011000000000011000111101111011100101010111101000001001101010100010111010110011001110001100001111	47589
Lora	Wilkerson	2/22/1965	0011110011011011110000101010100010011000110010110001001101100010100101101110100010010110111010111011101011100011110110011011010000101000011001011010110111010101000110111111000011110111110010011111001110110000001110100011110100101011011010011111110100011101100000010000011101100010100000110111101100110001110011010001000000111010100110010010000001111000110100100111110011010001110111000111000001010000100110110000111101000011111100110111111001000001001111110101011010101100011011000011001101110001000110011010111100111110000100001011111110001011100111001011011100111101000011011100101110000101001000110111001001110001101000110011101010000011011001000111110100100101111100111101010100001111001101101110010100100000010101100100100001000000000100101101011000001110010111010000101110000011000100001010111101101010101001101111011011000010011011011110110100001011001111001001100011000101001100000011001000110001000011011111000101110111111101101101100110011000000000001110110011000101001110100101111100011011010011111101101011111101	73592
Andre	Williams	10/7/1992	1110100111100101100000100000111010111010110011101010111101010001000110111000011100001001111111001110110011000011111110100000001100101000000111111100011010110010100101001000001000100100110011110101100100001101101011001001101100100001011011110000110000011000101111010000101010101110011011101100101110000001011100000011000001010000101011100011010000000010110101000000001000101111100011111010111011011010010101000100011100001111000010001110001101011100101111111101100001011101000001010011101101000110110100101110111001001100001111100111000010111001000010100101001010011011011111010000111010010010101111000111110000110100011101000001010101010100110100100110100100001100000001000110101010111011001000011101101111100001000000010110000111001011010111001110000111010000111111100101010010100011001011101011110000110010100101110000001110101000000111110111110011011101110110101000100001110110001111011100001100110011001110111111010101100011011111100001110101100001010000100000110010000101101110101000110100011000100101100010001101110011	45627
Michael	Doolittle	10/2/1947	0111100100101010000110011100011101111011010100011000010111100001110001011111100010100001101000101010111010110101011100010010010111011100111011110001111001011000111110101100100000101010001100010010101001010000101011011001100010010010101110000000100010101100111110100100001111101101101010010010110011101111011000011100011010110110101001011111110010011011010111100100101110011101000110001011101101110110010001101101010100010010111001001010100000110011001110001100100111101111011000100100011001100001011111101010111001100001110000100101101110010110010011100000110100001100101011001010100101111001001101110001110111001000101111110010001000001010010111111000010011011001111000010111001001000001101101010100000010010100010100000101101110110100110010011010000100011011001001000101111100101101000111100010110101010111100001110110001101000100100001110011100101000010100010010000010000110110010101011100110000110001010101100010101001001101110111111111001001100010111001010101010000000011000011111110100111011111010100011111000001010111	21920
Lakesha	Bullock	11/29/1954	1110010100010111110101001110011011000100011111101100000111010100111000101110011101000110110001100010001100101011010010010001010110000011101111111011111000111101010100001101101111100011000101011011101001101010101010110010000000001010110110100010000101110111100000100100000001010110010101110010000100001000111100001110110011011000100011001111011001111010101100001111001101001110111101110100111001101011100100110101101010011101011011111101111011101001010010100001000101010001010001010010111011101010000001011111100010111100010010010111001111010000111100011010010111000010110111111000101101101010101001010010011100100111111011000010011101100011100100100011110111101101101010011000110011000110001110100010000010011110110111001100100101110101101101110101111111010000011001110111101101100111101010101110110101100111001111011011001100100011011100110001011011001001010100111000001011100100110110000101011011000111111011001101011000100000110101101010100000011010110101001000010001011011001100001000111010101011000110001001010001101000	54463
Allan	Brown	11/1/1988	1011010101001101101100100000101101001100100010100000100001001111110001111111000000000110011001010011001100111100010011000000100110001100101101100011001111011100101010000000001001110001001101011000100001001110011111001101000010111000110100001110000100100000110101100010101110010110111110101101011100111101010111101100000011001110101011001001011111000000000010000111100001110110000001011100110010010011111101010100100011110111000000011111100010011011010110101010000100100010011101110001000101111010001011011010001101111100101111010111110001001011100001110110100000100101000000111100010101111100110011111000001000101000101000001011010100111001101000000100010001100111101101100110101110111111111001001011011001100100111111101101100100101110000111010101011001101000010100010010101001110010101100111000111111011010000110001100010010000100111000100010001010111001100001000110101001000000001110001101001110101101110011100011101110001010100101101101110111100011110011010000010011011010000011101001101010011101110110101110111110001010	18148
Elizabeth	Smith	5/6/1939	1111001001100001001111100101100001010010000111010010011011101100011101101011001011010011101100110101111011010011011010000111001011110101101111110000000101101100000110010010101011111110101001011110100111011110111011010010011111001101110110100001111100110001001110011111000110011010110010111000010110100110111100111101101010110011000111010110101010011101111001100011011111001111101011111010111111001111011111011110001011111101100011000000011100010011000010101000011110000111001000000101110011010110111101111000001010100000010101000100110011011000010110001101100000100100110011001101011100110010110001110101101000110100101001010101101111010000010110101101000100100011110010110110000101111100010110110111010000000100001001101000100101011001001110010010011100011001111001001010101100000110101011100101010011011100100100111111100011010101101000100000000100010100100011001010010001111011000100001100011101101101000100001010111000110010110111101111101111110010100000011110011000110000100100110000111100000101110011011100011000111010	447
Alan	Barnes	1/16/1950	0011101100111000000110010110100110011011100000100111100111010001001010001101111111101001100100001010100010011111110011100010000100101010010000000111101110101010010100001100111111000101101001000001001101101100001111111101110001110000011001000000011100101000110000001110110101000111110100001110100001010111101101110110100111100001001010011100111011001000111011001010001111011101110000000110011100011000000001100100010010100100010101100011001001111001100000011110001000001000001001110101101010101010100110010110101010110000000010100011010101000111110100010100000010000100101101101011111010110111100110011010000010100100000111110110000000010011001101100011101100000111101101000000111100011011010010011001101000100010100111001000101100100100001011110001110110101101110011010011110100100011101100000100001110011010111010011010000101010001001001000011010001101100100110001010101101001010100110111101110110010001100011111011111000001100110010010011010000001111110000111001010100110110001010101001101000110110100111101101110000101111	93164
Christopher	Craig	1/3/1990	1111101111110011000110101111111101110111000110001101000101101010100101101010101101111110000001000010001101110011001011001110001000000000111011101000000000011111101110000110101111011000110000100100001101101010010011001011101111001011100100101001010010011010001011111001010001000001011110111001110101010010011000100111011011010011100101011010001110011100011011000001110001010000010100001001100000100010100100000001110101100101010101101001100011000101011111011111100111001110110010010101011000111000100011100000100001011000101000110110111101001011011111101010100001111111010100100100000010101100010011001111001001010100111110101111100010110101000101010011010010110110110100000110010000010100011101001000100001010101010010101001111100000111011110110101011111011110000110111011111101110001011110111111101001111001100000010010000110100100110010010110010011111000010011011110010100000010011001110011100010010010001110101110000011010000010101011101000111101001010101111101100000001000111100100010111111111100010111001001000101101101	97611
Earl	Douglass	9/14/1954	1000111001100011111100010111001111100110000010111100011111111111001111111001100001010000000100000000011110001011011101101100100010000010001111010101011001101100001101111000011000001000001100011001011100111010000100111110001011010011010111101011001000101111110100101100101111001011010101001000110101010000100100101001110010110101001000001100010000001010111001110101100111000110011001010101100000110011011010110001000101100111111001110111110101001011110011100100100001010111111101011111001101110111000001001001000110101110011010111001011000110000000111000011110000011011101110001100111111110001001011000100001101001010001000010110011110110011001100100111101001010110100110011000011000101011110111010000101100000111110110101110010111011100100111001111101001000000010111100000000101000001011000101010000000011111101100000101010110111111010100000001101110001001000100000111101110110111111101111111001010010001111111010111111001110011000110100010100000111001100001101000111001011110000101101101011111100010101101011000100011010001	17237
Lisa	Fernandez	5/4/1976	0000110100000001000110110100011001010010001000001011100100000101011110110001011111110000000010101111100111110011110100111011110111010010110101111001101100110110011000010001010011000100010100010110111101101001110101111001110001110110011101111010010111010110100000100101100000101000111101110001011010010001101000111101011110101110101110111111011110001100100100100101000011000010010100100011101001110001000110000100110111011101010111100010010101011010100010100000010010111101111101110010000000100101101010111010110001100011100100000001100100110110111100100110000111110100111110011010100001001000101010011110011111100010100101101010111111011001100000100000100001101100001010110111001111000000000100001101011010010101100001010010010001101001110001010000001011010101001000110000101110000110101011001100001101000000011000110001101000100101110100111101100110110001010110010110100010000001000111011100010001101011000111111011001011000010001110010100010101010011001100011011001001000101011101000001100111011111000011101001110001101000	84437
Mack	Jones	2/19/1978	0111101001000111100000000010001001000001110011011100011101110100100111011100011011111010110100001011110000100110000000101111000011010001010110000000101001000110101000001000001011000100000111100101110010001110000100101101100101110110000000100000100100100001000111000000011101110000111110001010101000100100001111000110110110000001111100000000001100010110001100001110001100000001101110001010110110111111101011100111011000010001011000010000000100101001001100111000100000101000100001111100000001101000010111001100000101010101011001101001111111111011000100101111100011010000100101111100011100010101101111111110001000000110000110101110000011000101001001011010101001010011000011110110100111001010011011001100010110100000100110110010110111011010010110011000111011000111011000100100010001001001010011010011010100011111010001100101011111100000001011001001000110010101111000010011110010101000110101101100100000010110000110010011100000011001100011001010111000110100101101000100011001100011001011110000010111101011101001010001000010010010	14225
