GivenName,Surname,Birthday,uid
douglas,davenport,9/24/1952,73008
raymond,loewen,7/25/1960,71384
curtis,fairchild,9/25/1967,36551
wallace,orth,9/18/1947,38516
jeremy,eisner,1/4/1983,40439
franklin,mcinnis,11/22/1947,33952
charles,levay,3/23/1951,17632
gladys,sarratt,10/15/1960,34434
henry,trout,6/20/1965,41453
edward,guidry,9/15/1976,85408
jeffrey,ellingson,8/13/1944,60712
jacquiline,wilcox,7/22/1966,49177
fernando,montes,6/20/1962,10839
belinda,rountree,4/10/1958,32355
ethel,cudjoe,2/18/1984,29914
santos,marburger,1/24/1976,68864
jennifer,small,8/30/1969,28256
edward,trujillo,8/21/1985,11100
nicholas,waugh,4/17/1987,21261
william,rasch,8/19/1966,30477
francisco,nadeau,10/20/1962,70432
robin,bosch,1/8/1974,31572
miguel,breeden,10/30/1996,41702
samuel,schumann,6/1/1969,91177
shirley,cabrera,3/15/1971,56156
william,mcmullen,8/1/1968,32765
leanne,hoskins,2/15/1950,17133
patsy,harnois,8/23/1993,93931
claudia,sikes,3/29/1980,55571
adrian,whiteley,2/26/2000,63670
henry,munoz,5/13/1984,28510
cherise,obando,6/10/1950,88107
harold,soto,7/12/1946,35790
gertrud,hambly,10/13/1967,1977
robert,falk,10/30/1955,44665
armando,flickinger,7/3/1978,55781
brandon,gravely,7/25/1987,16999
virginia,tibbitts,2/27/1996,40873
pearlie,mcnally,10/29/1954,19527
angie,swank,9/25/1997,81024
carrie,dahlquist,3/19/1966,15685
jonathan,babcock,2/19/1997,27104
lindsay,babcock,6/23/1982,91137
michael,bostwick,12/25/1948,63314
darrel,sauls,3/26/1943,50195
beatrice,skillern,4/18/1945,10667
florence,figueiredo,10/2/1990,16171
georgina,dresser,11/22/1981,31945
elinor,hogg,9/25/1996,98433
juanita,trump,12/28/1988,95978
theodore,scheidt,2/10/1982,13268
rosemarie,alcala,1/2/1985,72626
virginia,woolard,3/25/1971,95639
patrick,rothermel,12/30/1965,75429
gladys,busby,3/1/1979,42257
janet,kivi,10/25/1986,49252
william,densmore,1/18/1977,96536
austin,broach,7/19/1957,39803
christine,hickey,1/3/1944,47417
kenneth,fortenberry,10/22/1940,65115
kimberly,childers,6/14/1938,93852
elouise,swink,4/21/1956,46659
susie,delacruz,9/25/1966,53758
beatriz,ammons,1/5/1974,1790
maurice,centers,5/26/1966,53434
william,vazquez,11/20/1983,28698
thelma,gagnon,1/30/1964,74101
susan,kehoe,10/30/1993,6835
alvaro,mcgraw,3/14/1991,94445
kenneth,black,7/23/1990,21471
bonnie,sisson,1/12/1941,87309
raymond,boyle,8/19/1992,43063
kathy,pond,4/24/1976,45401
charles,roundy,9/25/1986,48042
jennifer,blais,9/16/1982,70240
arthur,howle,6/23/1946,69983
clifford,laporte,1/1/1988,4693
carissa,hammonds,10/27/1995,85209
nanette,brackin,12/15/1964,80867
eric,funk,10/16/1998,50546
adeline,shiver,5/12/1940,38011
deborah,morin,9/27/1966,1844
johnny,galgano,4/27/1947,14178
kathryn,fullerton,7/19/1984,15412
paul,rippy,4/10/1947,3733
arthur,stull,7/16/1954,34952
deandre,hix,2/24/1939,63965
beatrice,aycock,3/25/1995,40000
jonathan,bernier,10/10/1963,56700
naomi,paine,11/22/1964,27284
leslie,shirk,4/1/1977,21766
jannette,solorio,1/23/1993,26539
elizabeth,fultz,9/10/1957,50392
elizabeth,clopton,8/19/1994,62498
marsha,acevedo,11/23/1994,619
carl,funk,7/30/1997,44642
olivia,ashworth,7/10/1941,85429
dorothy,cummings,4/23/1948,63741
julio,campos,7/30/1967,11575
karina,pitts,4/25/1972,40775
debora,wootton,6/25/1941,51446
timothy,locklear,2/14/1953,20585
rigoberto,skeen,9/15/1997,35880
hubert,moncrief,5/18/1992,11775
lavenia,sharp,1/16/1965,1864
derrick,mink,5/21/1999,66070
samuel,theisen,1/23/1952,41365
elvira,manners,2/26/1966,83914
patty,mcqueen,9/27/1963,71861
caroline,catlett,10/2/1951,42361
richard,boggs,10/14/1988,21855
richard,breedlove,4/26/1973,84666
allie,prom,5/19/1946,24400
michael,frye,7/24/1969,32403
fletcher,aguirre,11/28/1949,49742
isaac,towne,8/22/1967,76321
grover,segal,2/13/1971,17117
jennifer,gamez,5/22/1951,63902
thomas,rios,8/22/1940,90755
raymond,hillyer,4/21/1968,87087
valerie,blalock,3/10/1968,80781
ardath,locascio,5/14/1997,75947
theresa,urso,6/26/1998,78474
gilbert,brun,7/19/1937,99146
shawn,huff,4/15/1937,60024
martin,chesson,4/30/1959,70247
darrin,coughlin,5/23/1950,81370
james,newby,8/21/1990,2595
gerald,crowe,10/28/1990,35823
merry,mintz,1/2/1990,80306
charles,mcevoy,1/24/1991,70520
jennifer,dealba,5/23/1995,13033
errol,robles,5/27/1968,99125
craig,brake,2/29/1976,33870
rudy,viers,1/1/1988,90024
ronald,blanks,6/10/1962,53217
michael,walk,8/16/1972,89769
thomas,rohr,2/24/1969,78973
henry,pan,7/12/1970,45610
roosevelt,pardee,7/1/1963,3948
stacie,varela,10/30/1954,38686
johnny,brun,9/13/1983,63743
jeffery,alcock,5/30/1951,82567
tabatha,rasmussen,4/10/1983,77067
jackie,greenbaum,10/15/1994,87747
margarito,dillow,7/14/1978,91011
susan,quiroz,2/23/1996,56400
jerome,black,2/17/1980,14493
marilyn,hopkins,10/25/1992,89323
geraldine,catalano,6/22/1955,17645
dawn,puig,7/16/1991,79313
earnestine,gabler,4/18/1978,9895
joseph,gagnon,1/5/1970,77970
scott,sweat,2/1/1962,44859
robin,crain,2/10/1961,33286
felipe,segura,7/2/1960,32591
robert,fife,10/22/1972,21423
alecia,liles,6/14/1978,19028
timothy,howells,2/10/1952,6647
charles,couch,3/24/1954,83942
mildred,bunch,7/15/1959,81685
gladys,snavely,5/24/1937,67426
william,babcock,10/10/1968,76985
deborah,huddleston,11/28/1966,48341
phyllis,mahr,12/23/1999,95411
samuel,cook,11/24/1998,92597
benjamin,thaler,11/27/1971,38433
joanne,guerra,1/1/1941,98108
christopher,berube,5/24/1953,32347
shalonda,vickrey,6/24/1986,96942
raymond,sitz,5/19/1953,71438
portia,close,3/10/1959,65922
kyle,cyr,6/10/1976,74351
gregory,sink,3/29/2003,92633
michelle,mcdonough,10/14/1949,44106
patricia,stump,6/17/1979,23930
efrain,cokley,6/10/1970,75799
brandon,cajigas,4/1/1994,91129
nathaniel,graff,3/16/1968,37536
yvonne,mcinnis,6/19/1944,97521
barbara,whitlow,9/17/1942,22053
dorothy,copes,1/6/1952,72648
louise,hurwitz,3/19/1940,49623
carolyn,feist,11/29/1973,68376
patsy,orme,5/10/1959,70880
walter,dykes,9/13/1972,76506
elvina,duley,11/22/1984,62356
maribel,prouty,9/27/1986,98219
lawanna,soltis,3/30/1964,7513
april,rivas,7/12/1981,94762
lindsey,perdue,6/10/1958,18107
irene,mccombs,9/23/1941,27055
joshua,scotto,8/10/1940,11883
angelo,tinkham,12/15/1996,2048
steven,barbour,3/1/1997,33326
shannon,mcafee,7/14/1970,17910
lucille,dahlgren,5/27/1966,30649
albert,baugh,6/14/1968,72275
kevin,perdue,10/10/1999,85252
herman,boyle,2/27/1990,76133
todd,wilhite,4/23/1937,14685
mercedes,lockhart,1/18/1961,42544
nicholas,simons,1/8/1954,64946
sharice,stout,8/26/1990,66325
charles,mejorado,4/25/1993,72534
stephanie,olivieri,2/18/1980,60145
lucile,self,8/2/1948,13868
kevin,friese,2/28/1976,34458
matilde,gallegos,12/29/2003,78248
becki,gaskill,3/22/1994,57912
cassandra,wager,4/2/1971,89186
jerry,warnock,7/12/1969,31678
vicky,furr,2/25/1984,16551
christopher,petry,12/18/1940,99335
antonio,corbeil,1/4/2001,86027
patricia,gehring,12/25/1955,34683
nicholas,atkinson,2/23/2000,14099
ashley,ferro,2/15/2002,77225
edward,larimore,8/10/1988,63592
francisca,youngquist,8/27/1968,33166
patricia,crowder,12/25/1956,31528
raymond,mullins,4/21/1967,28282
gertie,lujan,5/26/1964,55210
robert,kifer,6/1/1946,80140
lady,prout,7/20/1954,34855
frank,bohn,5/21/1996,62805
bernice,tejeda,1/28/1970,74961
herbert,schultz,5/17/1945,17648
joseph,cook,9/6/1962,18072
kenneth,poynter,2/1/1955,63638
shirley,medeiros,12/15/1945,80650
james,vigil,8/20/1949,71314
blossom,hancock,3/20/1972,10619
carolyn,leung,2/16/1948,40427
lindsay,bowser,11/25/1951,60508
johnny,coon,8/30/1965,27190
howard,cargill,6/10/1980,88972
verdie,longo,2/16/1993,67648
frances,whited,5/6/1957,75442
edgar,schmidt,4/17/1964,88131
marilyn,priebe,7/26/1988,33617
douglas,meacham,9/29/1956,22460
renaldo,munguia,6/9/1988,54364
