GivenName	Surname	Birthday	bloomfilter	uid
Richrad	RIZZO Sr	19 Jun 1961	1001011001000000000100000000000000000110100000010000000110000000010000010000000000000000000000100001000000000010000000000000000000000000000000000000000001001010000000100101000000010001000001110101100000000000000101000100011100000100000100000100000000000000000101000000000110000001001000010110001100001000000101000000010010000100101010001000100000000000011000100000010100010000000000000001010000010000000000100000001000001000001011000001000010000001000000000000100000011000000010000101000000100000000000010000000001010110000000101000100000000000011000000000000000000000000000000000110000000110010010000000000010000100000010000000010000010000000001100000000000001000001000000000000000000010000000010000000101000000010000000110000001000111000000000101000100010101000000100010010010000000100000011100000001000000100000001010100000101100011000000100000010010000000100000101100000001000000001100000010010000000011010010000101000000000000000000000000000000000101100010000000000010010001000001010000100000000000000001100000000000000	45543
Myrtle	ltandleS	20 Apr 1951	1101010000100001110000100010100000100100110000000000100100000000000000000100000110000000000010100100000000000010000000100000000000000000010000000000000000000011100010000000000100000001001001101010100101000000000000001000101110001000000001000100010000000000000000010000001000000011100010000100000100000001000010000000100011000000000100000000010010000000000100000000000011000110000000000100000100000000101100100100001101000001000010000001100000100000001000001000110110001100000000101100000000100111100000010001000100001001000010110101100000000100000100100000000000000000000000000000010010110000000000000000000001100010000010001000000000000000000000100000110000001110010100001000001000010000000000000000000000000000000001000111010000100111000010111100001100000001000010000010111000000000010000010010000000000000110000000100100000100100001000000100000110000001101000000100000000000010000000100000000000000001010010000100000000100000010000010001000000000010100110000100100010010000001001001000010000000001010000100101001000000010	83035
Thoas  	Bdone	3-24-1995	0000000000000101000000001010100100000100110010000000001100000000100100001000001101100000001000100001000010000010100001000010010010000011000000000000000000000100010000000000000000000001110001001000010100000010000010111000001100000000100100000000000000001001000001000010000011001000100000000100100100101010010110000000010011001001000000000100000010100010000010010000010000001000000000100000000100100001000010000100000000000000010000000000100000001010000100000010000100000100010000001100000000100010010000010100000000000000000010100001000000111000000000000001000000000010000010000000100000000000010000100010000100000000010000000100000010000000000000110000000010010010000100000000000010010000000010010000000000000000000000001010000000100011000100000100100000000101000000000000000000000110010000010010000000000000000000000001000000010010001000000000010000010000100000000100000000101000000001100011000000000001110100110000000000100000100100100000000000000000100010100010000000010000100000000000000000000001000001000100000000001001	21334
Guadalupe	  Wilson	12/12/2000	1000000000000000010001000000000100000000000010001000000000000100010000010110000110101100000100001000000000111010000000100000100010000000100000000001000001010101010000100001010101010001000000000000000000000011000010000000001000010010000000001100100010000000001000000100100010000000000000000100010001000000000000000001011010001000000000000000001100000001101001000011000100100000010010000000000100001100010000001000000000000000000110000101010010000000000000000100000000001000000011001000000100100000000000110000000001010111000000000000000100101000000101010000001000000010100000010100000100010001000010100000000010010010000000001000000001000100000001000100010001000000101010100000000001000100000000110110000001100000000001001010000000100001000000001100100010000000000010000000000011000001101100100000000010010000000001011000001000011010000010001010001010010000000100010000000001110001000000000000001001000011110100000010001100000000101100010101000000000000001100110010100000010000000001000010000011000000010000000100100000000000	68297
Dnald	Thomas	01/19/1971	1000100000001000010000000010000010000100100000000010001110000000011000001010000001100000000000100000000000000010110000000100000000000010000000000000010101000101010000001000000000100001000001010000000100100110000000111010001000000000000100010100000000100000000001000010101011001010100000100100000100000000000100000000010010000001000000000000000000100000001000000100000100000000011000101000000000000000001010100000010000000000010010000000000000001000000100000010100100000000000000000001000000100010010000010100000000010000010000110000010000101000110000000000000000100000100000110000000000000000000100100000000001000001010100000000000010000000000001110000000010010100001000000000010010011100000000000000000010000000010000001000000000000011100100000100000100001101000001000000000000000110111000010000100000000000000000100001001000001000001010000100111000000001101011010110000000000000000000000011000000000010110110010000000000110000100100000000000000000000100010100000000000010000000000100000010000110000000000010100000000000011	50856
Robert	 Himes 	17/10/1978	0000000000001101010100011110000000101100100000000000100101000001010000000010000000000100000010101001001000010010000000010110010000000011000000000000010001010110100100001000000001100001000000000000000001010100100000010010001100001000000000000000010000000000100001110000001000000000100000110101000101101000001110101000010011000001001000001100000010000000010100000100000000000000011000001000100001000000000010000000001100000000000000000001000010011000000000000000000000000000000001011010000000100111100001010000000000000000010100100000101000000000000110000000000000100010000000100000000000000000001000000000000000100001000000000000000000000000000000010000000010000000010000000000000010000000000000000000000000000011000001001000000100000011010000001100000001000001100000000000010000000001011100010000100000010000000000000001101000010010011000000100100000010000000001000100000000001000000000010000000010000000010000110000000000010000100000001001000010000010000010000001100010010100000010010000000010100001000000000101000000000011	76808
Monica	Jimenez	14/7/1939	0000011000101101000000001110000100001000100010000000000100001110000101000000000000101010000001100001001001011010011000000010000000010001011000000000000001010000010010010100101000000101001010000010000000001000001000100001001111001000000100000000000000000000000001100001000010000100100010000101000000001000011000000001000010000000010000000100000010010000000000000000010010000000001000101000000000000000000000000000001100000100001000000100010010010000100000101000000100000000000000000100000000101010110000011001000110000001010000100100100000001100000000100100000000000000000000001010001000100000000000100000001000000001000000100000000000000000000000010000100000001000001000001000000000000101000000010000001000000000000000010000100100000111000000000100010000000001100100000010001001100010000100010010000000001001110011000000000000010010001100000000000010010000001000000110000100000000000100000001000110011000111100000100000000000000100100101100000000000000001010100100010010010010000000000100100100100000010000000000000000000010	16774
 Randall  	CGOLON	1981-2-21	1000000000000000000000001000000110000100100010000000000110000000010000010100001101101010100100100000000000100010000000000100000000001000000000000001000100000011010100000000010011000011000000000000000000000000000100000010001100001000000001000100000100100001001001000001100010000000000000000100000100000001010000000000110010101000101010001000001100000000110001001000000100100000110010100000000100000000010000100000011001000001001111000101000000000010001000000000110010000000000010001000000010101011000000010100000000011000000000100000000010001000000010000000000000000000101000100000010100000001000000100000100100000000000000000010000001000000100000000000000001000000111111100010100001000000000000000110000001001001000100000100110010000011000000000100000100000001000000000000010000000001100000010000100000000000100001000100001010001100011010000100001000000000001001000100000100000000000000000000000010000010110110010100000011000000100100000000001000000000000100100001100100010000000001011000000001000001000000001101011000000000	87227
Fannie	Conn	2001-12-17	1000000000001100000001001000000100000100000010000000000110000100000000000110000110101100100100100001000010100110000100000010010001000001100000000010000000010000010000000000000010000001000011000000000000000001000010010001001000101000000000000100000000000000000010000100000010000100001000000100010100101001000000010001111011001001000000000110001000000001001001001100000000010010000000000000000100010000000000100000010000001101000111000100000000000000000000000000110100000000000000001000000000100011000000010000000001010001000000000000000000001000110100000100000000000000001000010000000000000000000011110000000000000000000000000000000001000000001000010000000001000000100010100000000001000100000100000110010000000000100000000000001010000001000000000100100101000000000010010000010001000001000100000000010000000001000001000000000000010110000000000110011000000000000000000100000000011001000100000000001000000000110010100000010110000010100100000100000010000100001110101010000000010000000001000000000001000001100000000000000000000000	38722
Nornam	Hagrrove-Smith	13/09/1956	0000101000000010000000000000001000001000110000000000000110001001000100001001000101000100000000100000100100010010100000000000010000000001000010001000000001000100000000000000000000000001010000011011000100000000000100000000001000001000000101100001010000000010100000000010000000000000100000110100100000000001010110000000110011000000000011000000001001000010101000100000000100000000001000001000011100000000100000101000000100001001000010000011000000001000000001000000010010000100000000100101100001100011011000010100000000110000000010110000010000110010010000000000010001100000000000001000010000000100000010000010010000000000001010000100000001000100010001000000000000000000000000000000010010001000010000100001000001000001000000000010001000100011000000101100000000000001010000100000000000001000110010110101001000000000110000001010000010001010001000000001110000010000000000000100000000000101100000110001000010000001110000000001000101100000100000000000010000000110101110110001000000110000001000001000001010000011000000001000000111001001	76340
Alejandro	Webib	21/03/1947	0000000100000100000001010000100010000100100110010000000100001001010000000000000100000000000000100001000000000010000000000000000000100010000000000000000100010011000001000000000110010001000000100000010000000100100000000000001000001100100001000001000000100000100001000010110000000000000010001100100100000011010011010011110010000010000000000000101010001010000000000000000100000000011010000010000100000000100100100000011010110101000000000101000110100000001000100000010100001010001000010000000000101011000000110100000000010000010011100000000010010000000000000001000000000000100000000010010100000101010000100010000000001000000011000100000000010001000000001100000000100000001010001000000011000000001000000100100001000001010101000110010000000011000000001100010000000001000000001010010001010000010001010011001001000010000011000001001000100110001010000001001100000000101000000101000000000000010000001000000000000010010010100100000000000000100001000000010000000000000100000000101100010010000001001000000010000001000000000000000000001000	10513
Agnes	Camp	05-06-1991	1001000000000001100001000010000100100100100010010000000100001000000100100000000000000000000010100000000000000010001001001000000000000000000010000000010010010000000000001001000000000001000000000001000001000000001000000000101100000001101100000100110000000000000100000100000000000000100000000101000100000010000010100000000011000000000000000000001010000000001100010000010000110000001001001010000000110000001001100000010000010000000011000001100000000010010100001010100000011000001000000000000000100110001000010000001000000001000000101000000010000000000000000101110000000000000000000000100000000100000000111100000011100010000000000000000000000100000000000000101000000000001000000000000010010000000000000000001100000000010001000000000100000011000000000100000100000001000000000100000000000010000010010100000000000000000001000000001000001000001000000100001010010001000100000100000000001000000010000000000000000001011110100001100100000000100000000001000000000000000000100000010000010000000001000010100000000100010000011000000000000000	23851
Elena	  Arthur 	15 Sep 1977	0000000000001100000000100000101000000000100000000010000110000000000000000000000100001000000000100010000010000011000000000101000000100010000000000001010001000011000000011000000100100001100000010001000000000100000100010010001000000000000101000000001000100000000001110011001001000000100000100100100000010000010100000000010010001000010010000000000010101010001000100000000000000010000000000000000000000000100110000100000000100001000000101011000100101000000000001000110000000000000000101001110000100111000000010100100100000000000010110100100000010000010000000000001000100000010000100000010000000000100010100010000001000001000010000000000000000000000001100100000010000101001000001000001000000001000000000000000000000000010000001100000000000011000001001101010010001101000000000000010000000000111000010010000000000000100010100010100000001010001000000000000100000000000000000100000110000000101000000000100000000001011001000100001000000000000010000000000000010010101010010100001000010011000001001000000100000000000000001000000001001001	95183
Dena	Alley	21 Sep 2002	1000100000000100000001001000101000000000000010000110000010000100011000010100000001001000000101000000000000000010000000000000000000001000110000000001000001000001000110010000000110000101001000010000000000010000000100001000001000000000000100000100000000000000000000000001100001000010110010100100000000010000001000000000011011101000010000010000001000000001101001000000000110000000010000000000000100000101101100000010000101000000000110000101000000100010000000000000000000000000000000000001000000100010100000010001000101000001000000010100010000010000110100100000000000000000100000010010010010000000000110101000000001000001000100000000001000000000000001000000000000000100001010001000001001000001000000000100000000000000010000010000000000010010100000000100010000001100000100000000100001000010100100000010000000000000000010100000001000011000000010000000000110000001000000010000000100110000001000000000000000010011010001010100000000101000000000000100010000000000100000000110001000011010000001000000000100000001000000000000110001000000	12398
Douglas	Jankowski	06/29/1954	0001100000001000010000000010000100000000110111001000101111000000001000000000111100010000000000100001001010100010011000000000000000000000010000000000000001000010000000000100000000010001011100011000011000101010100000000000001000001000100101000010000000000010000100000000001000001010001000000100000000000001000010000001110011000000000000000000001000000000001000000100000000000000000000000000000100010000000100000000000000100101100111010100000000001011000100101010110100001100000100000111000001100011000000110000010000000001000100110000010001000000110101000100001010000000000000010010000001000000010100100100000010001100001100000010000000000101100001000000000010000000001010000001010001100010001000001110000110000000010000000010000000010011110100000100000000000101001000001000000001010110101000011101000000001001000000000000000100001000011010010001000000001001000001100100001010000010011100110010000010000001010000010000101010000000000000000000000010000001101100000000011001010010000001000001000000001011001000000101000000000000	77348
Mills	Sean	9 Jan 1992	0010000010000000011000001000000010000000100000000000000110010000011000010000000101001000000001100000000000010010000001100101000000001000000000000000000101000000010101000000000000000001000000010001000000010001000100001010001000011000100100010000000000101000000000000000000000000010000000000100010000000011000000100000100010000010000000000000001000000000101000010110010000010000100010000000000000100111000000000000011000000001010010000001000000000010000000001001010100010000000010001001011000100011000000010100000000010000010000100000000110000000010000000000000000100000000000000000100010000000000000100000100010000010010000001000000000000100000001000100000000000000000000100000000010000100010010000010000010000000000010100000010000000011010000010100000000010001000000000000000000000000101000010010100010001000000000000000000000011000001000000000101000000000001000001100000000000001000000001000000000010001010100000000010000011000000000000000000000000000000110000000000000010011000010000000000100000001000000000000100000001010	68086
Lisa II	Quiroz	1988-10-26	0001110000000000010100000000000000000100100010000000000101000011001000100000000000000000010000101010000011000010001000000100000000000000000000001100000011000000100101000000010000000011000000000000000101010000000000001000001000000000000000010000000100001001100000100000000000000000100000000110100100000000010010100000010011110000100000000000001100000000010000010000000000000000011000100010000100010001000011000000000000000000001001000101000000000010100000000001000010101110000110000011000000101001000000010100001000000000000000110000000000000000000110100000000000100000001000000000000000001000000000100000010010101000000000000000010000000000100000100000010100000001001010000000001011001100000100000101000100000101000000100000001000010011001000001100000000000001000101000000000000010001010010010100000100011000111000000001000000001010001000100100010000000000000001000100000100010000000001010010100000000000010010000000101000000000100100000000001000000000000110000001010000010000000011010000000010010000010000100001000010001010	15946
Rohr	Victor	1996-02-11	0001011001000000001000001100000100000000100100001000000100000101001000000100001001001000000100100001100000101010000001000000010000010000000010000000100000000000100000001100100000010011010000000000100000000000000000000000001000000110100001000000001000010010100000000000000000000000011000100100100000001001000000000000000010001000000000000000000000000100000000010000010000000000001000000000001000111000010000000000000000000001001001000000000000001011000000100000000000001000010000101000000000100001000000011100000000000000000000110000010100000000010010100000010001000000000000000000100000000100100000110000000010000000001000000100000000000000000010000001000001001001111000100010010010000000000010010010000100000001000000000000100000000111000000001110000000000101010001000000011010100000010000010100000100000000010010000000000000001100001000000000000010010001100101000100100000001000000000010000100000000000010000000000100100000100100000000000000000000010011001100000000000010010001000010000000010010000000000100000000010000000	56831
Samantha	Blair	5/7/1943	0001010000000100000000011000000001000000110000100000000100000100001000101000000100000000010011100000000001000011101001001011000000000011000000000000000000000100010000000001000000010001000000010010010100000000100001010000001000001100000000000000100100001000000101010000000000000001100000100100000110001001000100110000110010000000000010001100101000000000001101000000000100100000001000110010011000000000000010000001000000001001100000010000000000001010000001000000010100100000000000010000001000100111010000010100000010000000110000110000000010110000000000000000110010010000000000000010000010000000000000000010000011000100001000100000000000000111000010111100000110000101001000000000001000010000000000011000000011000000000000000000000001000011000001001100000000100001000001000000000000010010010000010100000000000000100000001001010000010011001100001000010010010001000100000100001010010000000001000001000001000000010010000000010000100000000100000000000000000000101110000000000001010000000100000000010000000001000000001001000000000011	82076
Louise	Kimura	12/2/1979	0000001000001000000000000110010100001000100000000000001100010010000000000100000010001100000000100000001010100010001010000000000000000000000000000000010010000000000101001000000100100011000000001000001000001100000000000010001000001000000100110000000000000010000001000100000000000000101000100110000100000100011000000000000010001000000010000000000010000000000001010000000000000010101000100000000000001011000010000000001100000100001010101000000010000000000000001000010000000000000000001000010000100000000000010110000001001001000010101100000010000000000101000100000000000100000000100000001000000000000000000100110000001000001000000111000000100000010000100000000001000000111100100000000000000100000010000010001000000100000000101000000010000011001000000100100000010001100010000000000000000000100100010000100100000000110011000000000100000010111000000010000000001000000000001100000000000000001000000000101000000000110000010000001011000100000010001000011000000001001000100000010000010000000010010000100001101000000000101001010010000010	49899
	Arredondo	1992-9-12	0010000010000001011000000010100100100000100010000000000110000000000100000100000010100100000010100110000000100011010011000000010000000100000000000001000001000000110000000000000000000001100000010001000001110000000100001000001100000100100111000000010000010000000000010101001010000010101000000100000000001010000000100000000010001000000000000000001010000000001100110000010000100000000000001000000000100100000000000100001000000000000010000001000000000010001001001001100100000000000000101001010000100000000000010000000001000000000000110101000100001100010100000000000000000000001000000000100000000000000010100000100000100010000010001000000000001100000001010001000001001000100000100000011010000000000010000010000010000000010001000100010000000011010001000111100000000001000011000000010100000010100000010000000000001000100001000000100000011100011010000010000000010001000001000100101010000000000000010010000000000001110010000100100100000100100100010001000010000000001100110000100000010010000010001000000101000000000000101101100000000000	85773
Roger	Tyle	30 Mar 1976	0000100000001000000100010000100000000000100010001000000100100001000000000010100000000100000000110000100000000010000100000000011000000000000010000000011001000010001000001000001101100001010000000000001000000100010000000010001100000000000010000000000000100100100000010010001000000000100010100100100000010000110100000000010010100000001000001000101010000010000001000000000000000000001000000001000101000000100110000000000000000000000010000101010000100000000000000000000100100000000001101000000000100100000001010001000000000000000010100000100000010000000000000000000000000000000000110000010000001000000100110010000000000000100000000000000000000000000001000000000000000000010010001000110011000000000000000100010000000011000000001000000000000011000000001100000000000001010000000000011010000000010000010110000000000000010010000000100000010010011000001000001100010011000000000100010000000000000000000000100010000000010000010000000000010000100000000000010000000010100010000000000000010000001001000000000010000110000000000101001000001000	14249
David	Roberts  	17/10/1947	0000100100001100001100011000000000100100100000010000100101000001011000000110010100001100100100101001000001000010000000000110010000110011001000000101000001000111100000000000010011011011000000100000010000000000100000000000001000001110000000000000000000001000101000110000001000000000000100000110000100101000000011111011000011000001000000000100101010000000000000000100000000100000011100000010100001000000000000100000001100000000000000000000000110000000000000000000000000000000000001011010000100100101100001010100000000000100010100100001110100010000100100000000000000100010000000010010010100000000100100000000000000000000000100000100000000010000000000010100000000000000010000000000000010000000000010000000000000000011010001000110100000000111100000001100000000000001000000000010010000000011111000010000100101010010100010000001000000111010001000000100100000010001000000100101000000001000000000011000000000000000010010110000000000010000100000000000000010000010000010000001100000010010000000010000000010000000000000000001000000000010	29765
Larry	early	n/a	0010000000001000001100010000000100000100110000010100110101000000000000000000000000010100011000101000000010100010000000000000000000000000000100000000010001000001000000001000010000100001000100100111000000000100000110010010001000000100000000010000010000010000000001100001000000000000101000100110000100011001000010100100001011000000100000100000110000000100000000100000000001000000010000100000000100000001000010000000100000000000110000010000100000000001010000001000000100000000001000000010010000100011000000010100100000000100000000100000000100000000000100000010001010100000000000100000000000000000000010000010100000000100000010001000000000000001000000100000000010000000000000100000000000000000000010000000000000000000000000011101011000000111010001000100001000000001000000000000000000000001010000010000000100010000100000000000000100000000101000000100001000000001000011001100001010000000000000010000000000000000010000010000000100000100000000001100000000000000111000010001101001011000000010011100000000000000000000011100000000000001	4278
Deborah	  Jones	1964-11-12	0000110001000001000000000110000110100010100010000100100100000000111100000100000010110100000010100100000010100010000000000100000000000000000000000000000100000000010101000000100000000001101100100000100001000100100000010010011101000000000101000000010000100001000001000100000010000000100000001100000000000001001010000000000011001001000000010010000011000000000100000100010100100000000000000000001000000001000000000010010000000100001010000000000000001001000000000000000000000010000000001000001000100000000000010000000001011000010000110000110000011000110000000001011001100000010000010001000000000100000100111000000000100000001100000100000000000001000000001000000011000010110100100000000000000000000000000010000000000000000001000000000000110011110000000101100000000101000010001000000010000010101000010000100000000000100001000000000000000100001000000010101010010000011000000100100000010001000001000010000100000010110000010000000001010000100101000001010000000000010000101000000000011000000000111100000001000000000000001000001000000010	31803
Caleb	  Beem 	26 Nov 1940	0000010000000100000000100000101010100010100010000000000100001000010000000001100000000000000000100100000000000010000000000000000000000000000000000000000101000001010101000100000100000011001000000000010000000100100000000000001000001100000000000000000000100000000001000000100000000000000010001100000100000010000010010100011011000000000000000000111000000001000001000000101101101000010100000001100100001000100100000000010110000100000000000101010010100000000000011000000001000010000010000000000110100000100000010000000010010101010000100000000000000000000100000110001000000011110000101000010000000000000000101000000110000010000000000000000001001001000000001100100000110000011010001000000001000000001000000100001100100000000100000111010000000111000000010100011000100001000000000000000000100000110010010010000000000000000001000001001010000000001011000000001110000001001000000100000000110000000000010000000000000011110110000000000000000000000001000000010000100000000000001000100000010010000001000100000000000000010000000000000000000010	15576
da	Davis	10/29/1962	0000110001000000101000000000000010000010100000010000000110000100010000000100000000001000100100100100000001001010001000000100000000010000001000010001000111000001100001000000010011001011001000010000100000010000100000001000001100000010000100000000000000100000001010000000000000000010000100000110000000000000000000000000000010000000000100000000001000000000001000010100000000110000000100000000000000000110000000000000010000000000011000000000000000000000000000000000000000000000000010000001000100100000000001010000000000010000010010100011000100010000010001000000000000100000010000000110000100000100100000001000000000001000010000000000000000000000000001100000000000000000000000101000100000000000000010000010000001000000000000100000100000000111001100000100000010000101000000000001010010000000101000010010100100010100100000000000000000011100001000100000111010010000001000000100100000010000000000000000000000000001010000000000001000010000000000000000000000000000000000000000010000010011000000010100000100000000000000100000100000001010	34513
Margaret	Moore	03-09-1945	0001000010100001001000000000000000001000100000000000001110000000000100001010001100000101000010100001000010000010101000000000000000000000001000000000000000000100000000000000000000000001100100000011010000000000100110000010001110000100000001100000000010000000000010000010010000000100100000000101100000000110010000110000010010001000000000000000101100010010000010100100000000001100000000000000001000100000000000001100000100100000000000000001100000001000000000101000000000001000000000000000000000100000010000010110000100000000010011110110010010111100000000010000110001000000010010001000000000100100010010000010001001000000101010100100000000000100000000000100000000000000000000000000000000010000100010010010000000000010010000001000000000000111000000000100100000000001000000000010001100001100010000010000101000001000100000000001100000000010011000000000110000000000000000000100001000101100000000000001000010000000010010010000000000100000100001100000000010000000001000011010000000010000000000001000100000000000010000101001000000001010	93065
