GivenName	Surname	Birthday	uid
Conchita	chester	03 Dec 1973	76176
 Abbie	Pierre	04/03/1994	88448
Denis	Fiepke III	5 Aug 1951	98256
Jennifer	Krueger	11-6-1983	94236
 Michael	Davis	02/12/1985	89995
Carl	Wilson	27/07/1980	34688
Arthur	 Miller 	1980-08-08	5943
Kenneth	Grjen	27 Feb 1974	13736
David	Hamm	1986-1-10	15398
Schmid	Susan	1945-3-5	32149
John	Petrin	25 May 1958	40570
Esther	ubrgess	20 Jun 1937	97995
gealdine	Roger	09/05/1939	43520
John	Weiss	21/6/2001	39649
Carmen	Taylor	1952-02-05	86740
Maria	Davis	2-28-1948	16637
Brian	Hansen	30 Apr 1999	49420
Carlton	Millegr	1967-08-09	15691
Robert	Green	1938-3-4	6275
 Jose 	Wheeler	1958-04-19	53020
 Gregory	Weiss III	12 Sep 1963	12407
Christina	Degraff	31/10/1943	10711
Marci	Walsh	1997-12-2	57967
Andra		1983-9-27	63545
Charles Jr	 Mitchell 	14 Dec 1987	57460
Earl	Obrien	15 Nov 1993	40736
Viaginia	Csash	5 Apr 1997	9323
Elliott	Sandoval  	01/10/1966	78675
 Theodore  	ABBEY	26/08/1944	33393
Brian	Anderson	08 Jul 1965	32372
Larry	Lopez	25/07/1941	91951
  Mavrcelo 	Hall	03/14/1944	79281
Rose	Jones	1950-11-13	74028
oJhnny	Galgano	n/a	14178
Alan	Jenfer	9/18/1995	80375
Harold	Elder	n/a	68510
Barbara	Langhorne	2000-05-01	98168
David	Stewart	6/18/1980	51986
sKelly	Smith 	29/10/1983	87044
  Susan II		2000-6-16	56904
Willie	Towsnel	31-1-1951	64657
Maria  	Fnrederick  	18 Apr 1997	79132
 LOERNE 	Rey	07 May 1942	5724
Katherine	Hinderliter	01/16/1994	50295
Hugo	 Johnson 	30 Jul 1940	86886
Jean	Harley	31 Mar 1997	27132
Theda	Urban	1950-6-11	74105
Richard	Martin	3-7-1972	58877
Aaron	  Lyon  	11/02/1972	82675
Joseph	McFadden	21/12/1968	73562
Donald	Rosenbalm	08-29-1953	5919
Betty		6/10/1950	20253
Michael	Cook	1989-10-01	57119
Robjert	Kline	05/24/1942	67716
Frank	Bethea	28/09/1992	49509
  Patricia 	Gravlle	2000-01-09	95609
Jhon	Blaiir	2-5-1976	40317
Ernesto	Downing	12-2-1944	92431
Jeffrey	Vizcarra	4-9-1938	15184
Pmablo	Ware 	2002-1-30	67161
Eric	Burrell	09-05-1967	57769
David	Eewing	1948-11-27	93559
Margarita	Wells	13 Sep 1946	80014
JUAN-Smith	Lee	10-8-1975	14605
Ella	Fine	10/03/1985	79518
Deborah	Loyd	24 May 1944	18214
mlicia 	Hill	5/11/1987	90807
Gaye	Peterson-Smith	1992-01-28	23357
Edward	Natale	14/12/1990	16161
Justln	Brotherton	14 Sep 1984	6023
	 Bradford  	1973-10-23	39720
Myles	Nance	03 May 1944	690
Patricia	  Landry 	02-12-1940	46120
  Margaret 	Birchfield	24/9/1959	36812
Robert	Mattera	17/12/1954	63195
Michel	kelyl	11/03/1976	58395
GLORIA	Orndorff	28/12/1956	37497
  Vera 	Vaughn	7-1-1980	26514
  William  	Johnson	2/12/1952	90486
Pamela	Linares	02-06-1967	43241
Gladys	Grisom	18/12/1961	31475
  Brandi	Thomas	17 Nov 1937	57813
Tammie	McCollum	12/05/1939	5525
	Smsith	02/11/1977	86042
	Green	04 Jan 1949	81384
Horacio	SELLS	05/05/1985	75712
Eva	Sherman III	5-25-1966	27457
jeane	Nelson	05-22-2000	39984
David	Layton  	1984-12-06	97066
 Clair 	Lene	11-6-1988	88763
bCathy 	Lopez	2-1-1989	49192
Deborah	  Maxwell 	02-10-1972	46001
Moon	 Jana	10-28-1984	66465
Jose	Koehler	6/3/1957	85425
Tracy	Bishop	20/08/1969	7400
Jesus	Solis	2/27/1964	43095
 Joseph	Gustafson 	9 Dec 2001	75873
Barbara	Gibbs	3/9/1997	85820
Scott	Oswalt	26 Apr 1998	55436
Rex	Brown Jr	11/4/1995	91052
Linnda	Davidson	17 Nov 1993	28344
Lee	Kenneth	n/a	41155
Doris		1967-11-9	4819
Tara	Pleasant  	1984-4-7	47491
Lori	Harris	3-1-1961	57061
ALAN	mSith	1946-04-11	91027
Jennifer Jr	iu	15-10-1975	48964
Arline	LEVY	07-21-1980	22228
Cfarly	Morgan	1940-04-13	63522
  Deb  	Rivera	06-10-1987	52013
Maria	Wallace	1978-08-15	90160
 Harry 	Holtz	05-27-2001	23702
mike	Johnson	03-24-1943	96426
Brenda	Ho	7 Aug 1960	92573
James	Scterr	1970-10-03	80601
Sandra	Gonzalez	1987-11-29	40238
Miguel	Harvard	1996-4-23	88409
Nick	 Wendt  	1937-03-31	30917
Alexander Jr	Schroyer	02 Apr 1989	35541
Alyssa	Cook Sr	1956-5-20	93951
Cheryl	kinney	07/20/1955	12417
Kevin	hristian	05 Feb 1958	78802
Thomas	Wilkinson	07-13-1970	96561
Robert	Bryant	1955-06-27	75418
Csey	Fenton	07/16/1963	40618
  Ruth 	Garcia	07/31/1964	36238
John	 Cota  	20 Jun 1994	63776
Carla	Cassel	1953-8-9	40395
Edwrad	Swaim	30 Apr 1973	20259
Martin	Ricnhard Sr	6-10-1940	71909
Darrell		1999-12-30	84599
Gary	Cavalier	6-23-1952	90520
REEVES	Mildred	10-20-1971	22328
Mak	SHERMAN 	7-21-1974	239
Todd	  McCane	03 May 1973	58767
 Linda  	Gainey	20 Aug 1949	56438
Amanda	Spurlock	05 Dec 1957	51349
Leslie	Ly	9-12-1976	50343
Elmer	Morgan	1995-11-17	63754
Cornelia	Goodwin	06-02-1964	29387
Kyle	Michael	12/25/1989	16743
Arnoldo	Calderon	23/12/1966	3046
Amanda	Williams	05/24/1968	2095
Michael	Johnson	08/19/1978	91154
Troy Jr	Clements	see notes	48976
Sabrina	Holman	26/05/1988	65165
 Janice 	Stone	13/12/1965	63610
	Renninger	07/21/1992	57996
 Connelly  	Annie	23/03/1956	55560
	WALKER	12-07-1965	24476
  Connie  	Jarvis	07/02/1972	29221
Kenyatta	Blanding	18/08/1969	23115
Shan	Randolph	4-14-1999	21078
  Thomas	Dunlap	21 Mar 1959	15056
Martin	Steinberg	9 Feb 1962	62614
Brigitte  	McKinney	04/02/1951	64704
Cnurtis	Bevins	10/3/1948	85240
Audfrey		06-04-1948	425
Jaems	Reagan	1964-2-17	56350
Linda Sr	Buchanan	10 Jan 1968	51873
Ernest	Gray	02/03/1969	5263
Chris II	Carter	05/11/2001	12706
Robert	kelly	04-18-1988	8814
 Erin	Lambert	1947-05-21	85895
Anita	Kail	11-28-1979	56239
Joseph	Shaw 	23/03/1945	60207
Sandra	Whetstone	10-21-1999	18328
Kelly Jr	Myers	1 Jan 1948	73003
Carmella	ynch II	1977-05-23	64424
William 	Kim	1953-05-20	23299
William		6 Sep 1993	50542
Jerry	Sachs	12-8-1951	34551
Bessie	  Roye  	n/a	55108
Sarah	Barker	27/05/1982	20049
Patricia	Planas	3/6/1979	99252
Goria	  Murray	5-21-1977	88974
George   II	McDaniel	1946-10-09	37376
Daniel	MAGRUDER	04/11/1977	48192
JEAN	Jenkins	18/08/1962	16042
Dwight	Rodriquez-Smith	22/06/1944	70567
Jacob	Marsh	12/5/1959	63792
 Donald 	 Jones  	1990-09-08	57188
Billie	Garmon	1993-05-25	7376
Wood	Robert	25 Jan 1994	95604
Samantha	brock	1949-08-05	47983
Emanzel	Flynn	1999-10-28	22194
Joseph	CLARK	07-30-1995	24311
Robbi	Dodson	29/11/1959	51073
Constance  	Goodspeed	19 Nov 1947	8564
 Bridget	Currie Sr	06/13/1980	943
Margaret	McGrath	5-22-1968	63225
Chris	Riddle	7 Jul 1977	29293
Adam	Harrison	1984-4-28	85858
William	Glennon	1939-10-02	4867
romeo	Engles III	6/6/1984	88305
Schuster	eneva	15 May 1954	91752
Rudcy	Heebrt	1986-06-26	46145
Whibttington	 Mildred 	17 Oct 1982	66396
Jcrome		18 Sep 1956	5246
Lvee	Burke	1960-04-29	74175
David	Riggs	07-03-1953	17851
Cathy	Jones	2/28/1991	14570
Jonathan	Morgan	1996-1-15	76976
Daniel	Friedman	07/06/1969	18942
Wendell		5 Jan 1971	21461
Joe	Meister	12/05/1988	35729
Ernest	Hay II	4/9/1996	10888
  Michael 	Bryan	1993-04-17	91976
WILMA	Hawkins	5-24-1970	18285
Stone	Eric	2/28/1960	18619
	Weaver	26 Nov 1975	29671
  Thomas 	McLean	3-25-1952	45489
 Otto 	Bridwell	1986-02-11	94271
donna	Butterfield	07-29-2000	77088
Walter	Hopp	17 Dec 1979	37106
 CHARLIE	 Sanchez	23 Aug 1991	53985
  Herman 	Crowe	06-08-1993	8997
Rose	Osburn	09/18/1975	48410
Michael	Meyers	23 Feb 1944	89542
Tracy		08-19-1953	88860
mAanda	 Weaver  	10/30/2000	31236
Pedro	Burr	04/20/1999	24813
Chris	Lopez	9-9-1976	47447
Anthony	Bronw	02/10/1940	47581
Kim	Redmonl	1967-1-5	83651
  Reuben	Onlan	2003-01-05	17980
Jimmy	Vess	3-1-2000	39584
 Samuel 	Nishimura  	11/10/1988	34284
Thomas	Benny	03/07/1951	48764
Elizabeth	COOPER	1941-10-28	62418
	Tomlinson	1973-7-15	22852
David	Thompson	8-20-1948	27327
Buck	William	04/09/1992	11366
Bruce II	Decastro	11/17/1961	49274
 Michael 	Musgrove	10/07/1949	23313
Christopher	Ramirez Jr	26 Feb 1946	27797
Jacqueline	  Melendez  	1979-05-19	82194
Lucille	Pratt	06/24/1942	97454
sherry	Turner	27/10/1962	22104
Anna	Williams	19/11/1979	16399
John	Grimes	15-5-1964	84060
Helen	Holms	8/6/1996	8376
Kubiak	Lisa	1964-3-27	73144
Larry	Henderson	11/17/1987	39572
Leroy	 Compton 	2/18/1980	90497
	  Holbrook  	1954-01-29	7948
robert	 Hills	07/12/1947	51587
James	Payton	1958-6-5	34213
Debra	Riley	1957-1-23	9056
Tomi	Principato	10/3/1970	36938
	Benncng	2-18-1979	93963
qDaniel	Parent	1940-09-01	98352
Prearl	Stoneking	20/3/1949	97728
Danny	 Poe 	06/13/1979	83077
Donald	Mendoza	28 Aug 2001	81531
Alan	Henderson	1-12-2004	56327
Jennifer	Hnery	24 Aug 1960	94550
Ryan	Warner	see notes	79275
Alvin	Picvkel	11/22/1956	47634
Betty II	Thomas	24/01/1998	8544
Mary Jr	Landdry	03/05/1971	32096
Donne	hickman	03 Dec 1974	87062
Donnga	Butler	9-29-2002	57263
Tammy Sr	Blanco	19/02/1941	99841
Kathu	Williams	1-13-1987	90714
Dawson	Joshua	9-25-1986	38015
Frank	Carson	1965-07-03	92140
Barbara	Totten	06-02-1969	41032
Hernandez 	Edward	25/04/2000	56803
Thomas	Rumbaugh	20 Sep 1958	90229
ean	Freeman	02/03/1962	14513
 William  	Flaherty	12/07/1947	31315
John	Landaverde	3 Jun 1949	69951
VERA	triplett Jr	23 Dec 1973	465
John	McCoy	08/07/1965	76622
Scott	  Ross	12 Feb 1971	73291
James	Helvey	2002-09-10	62210
Adam	Delaney	11 Mar 1945	32997
 Herbert  	Cooper	08/18/1944	51573
Tracy	Merrcik	23 Apr 2001	70594
RENEE Jr	Henderson	05-04-1981	76107
Mary	  Guerra-Smith	4/11/1941	41788
Dollie	Gross	10/23/1949	61110
Knight	Eyrnest	05-13-1965	39404
Rodgers	George	1952-12-18	14080
Sherry	Starnes	13 Sep 1958	7042
Jason	McDaniel	2-10-1966	22917
James	McNbb	04 Jan 1991	37736
 Brian 	Christiano  	6-2-1946	33502
Francisco	Jarrell	6/6/1942	89064
Lanny	Saavedra	03-06-1980	57042
Janet	Potter  	1985-12-14	24146
Gabriel	Gregory	04/30/1964	41620
Joan	  Lamb  	30 Jul 1997	1927
Thomas	Davis	8/10/1945	4912
Brcue	Wilmoth	28-4-1984	21671
Donald	  Alexander	01/02/1964	11392
  Charles	Watson	1941-12-07	97714
Ariana Jr	Ave	9/25/1965	91000
Robert	Lichtenstein	12 Sep 1971	14078
May	Chavets	1963-8-28	70859
Douglas	Caldweltl	1-5-1948	65294
deborah	Caperton	04/18/1981	69946
Lois	Wilson	5 Jul 1945	19914
Mirian	Schmidt	17 Jun 1980	31825
Mona	Saltz	9-3-1991	61819
Rosalie	West	08/13/1987	4441
Ada	  ay  	7/26/1941	8519
Christina	 Forte	06/21/1964	63393
Frances	Bradley	21/5/1952	72629
Lela II	Ectep	1985-05-23	52651
Chad	Staton	1952-1-19	67260
Rachel	Price	1-2-1995	95050
Alma	Bond	1942-10-29	1534
Anjdrew	Crabtdree	09/02/1969	87752
Rosa	Rambert	8/10/1960	41722
Arlene	Wickkstrom	28/06/1998	32881
Marian	Jones	1993-01-09	66892
Ldola Sr	Lightfoto	1-24-1945	40501
Mary	Cowan	21/12/1946	58155
SHERRY	Morton	05/08/1973	89823
Margaret	Miller	11 Mar 1998	31913
Eric	Taylor	n/a	44602
James	Tran	08-17-1957	46541
Brian	Rice	1969-3-30	46860
Elaine	Holmes	31 Oct 1997	23259
Gerald	Hall	12-26-1939	18800
Minnie	Cowna	3/2/1947	41678
John	Houston	13 Jan 1969	55484
Frank	Pittman	1999-10-18	22972
Sharon	Elsner	11-29-2002	79401
Ashley	Gorlon	1-31-1947	21092
Frank	mcdonalx	1946-07-12	97660
randon	  Constantine 	06-22-1966	31859
Robert	Crews	09/04/1984	80937
Chelsea 	Raeynor	09-18-1985	30560
Switzer	Richard	1949-12-06	98221
John-Smith	Ewen  	3-1-1984	98208
James	Salas	1955-06-25	82460
	Rice	02/07/1944	70564
rEic	Burks	4-12-1937	31474
Shirley	Clark  	22/3/1948	48452
Edon	Cotto	06/21/1958	88846
Teddy III	Byrh	05 Dec 1950	87466
Linda	 Brown	10/9/1959	76119
Monixca	Smith	28 Mar 1947	62519
Jerry	Trainor	2-23-1962	64009
Francis	Johnson	6/16/1954	87820
Mark	Smith	7/8/1953	26374
Sarah	Osborne	11/4/1975	85642
Shelly	Rodriguez	31 Jul 1973	66902
James	Osorio	1964-02-11	95135
Ran	seiler	4/17/1945	53510
Joseph	Pearson	11-20-1969	4790
gregory   III	Mitchell	25/7/2003	97052
Brenda	Jones	08/05/1949	52631
Faye	Sanchez	25/03/1966	79471
Warren	Ruhland	11-09-1967	64241
MALDONADO	oRse	1986-10-22	98442
John	Mackinnon	12-15-1972	35489
Kevin	Bode	1990-10-24	26196
Paul 	Sanchez	02 Nov 1971	33420
Enoch	Glen	31/08/1965	8847
Ann	Aarnold	1-7-1954	87232
Michael	Thomas	2002-04-25	99326
Jacob	Tracy	1991-11-3	75080
William	Harvey	2-18-1988	45834
Laura	Mann	13/1/1947	34413
Linda	Rodriguez	12/22/1978	90573
aDrlene	eLaman	23 Mar 1948	86307
Roy	Malone	8-19-1971	25557
HARRY	Montgomery-Smith	1990-08-30	49029
Meliss	Milligan	10-13-1967	68895
Lawrence	 Barker  	1970-08-08	2162
Mchael	McCurdy	12/8/1998	62103
Juan	Le	6-29-1978	99562
Molly	Diaz	06-19-1988	96557
Paul-Smith	Bates	02/26/1953	89752
Steve	Savage	26 Apr 1946	26412
Violet Jr	Wilson	22/09/1985	93429
Jill	Ellis Jr	30 Jun 1964	1086
David	Rohe	08-06-1991	38134
Zoe	Hickok	18 Nov 1942	4890
Jason	Pirece	26-4-1979	313
Donald	Gonzalez	7 Apr 1955	6439
Dwayne	Cross II	2002-2-19	60783
Mary	Gonzales	5-9-2002	73120
Brian	Steinhoff	1972-11-30	20756
 Jennie 	Snyder	1953-7-1	54760
wAdrian	Smith	11-11-1988	21008
Helen	Satterlee	28-1-1975	99536
Terence	Fitzpatrick	1980-08-10	13800
Gary	morrow	05/05/1960	40189
Jerry  	Fouvlk	03-24-2003	87424
 John	Long	02 Jan 1969	41759
John	Sanders	1956-06-22	46564
RUFUS	Lynch	8/19/1941	47920
Virgie	Jaramillo	1940-6-30	44617
Honeycutt	Sarah	1-2-1990	18880
Kelley		9/24/1937	88454
Sherri	Shaffer	04 Apr 1951	93558
Terry	Reinke	1971-01-08	92331
Mary	Vance Sr	26-9-1989	18988
Sndra	Nelson	11/24/1958	23533
Peggy	Riggs	unknown	85424
Rmaona	Smiph	11/30/2000	3962
Tamara	Garcia	08/05/1976	84776
Lashonda	Strickland	05 Mar 1984	59799
  ADDIE  	Hollomon	4/20/1984	25887
	Arumstrong 	11 Mar 1971	16230
Richard	Gibson	10/11/1978	69237
Estella	nLayton	10-28-1976	70246
Tanisha	Larshn II	1945-01-26	89068
Jiym	McDuffie	01/21/1980	95931
Helen	Lockhart	6/11/1986	21109
Loretta	Applegate	1949-8-15	20544
 Connie  	Granger	7-5-1995	42955
Aelonzo	onti	14/08/1985	51687
catherine	Willaims	10-10-1972	81224
handy	Markley	25 Mar 1942	92161
 Cameron 	Johnson	1958-6-3	30040
Ernest	Darwin	1976-11-12	36599
Sarah	Quackenbush	2-12-1983	51602
Julie	Collins	20 Jan 1965	19192
Sanchez	Brandon	29/08/1949	7154
Jim	Baillargeon	7 Aug 1968	56847
Alexandegr	EOQUER  	10/23/1995	56243
Erin	evesque	21/04/1967	26024
 Vivian  	Busch	14/06/1957	51518
Howard	Kent	1986-04-01	34586
Sandra	Flores	1966-10-23	83305
John	Giffin	11-22-1955	79904
Richad	Tucker	1949-4-14	31469
Constance	Dargan	30/12/1946	99847
Eddie	Hoover	23 Dec 1940	54241
Cynthima	Lech	6-13-1954	48141
Jeffrey	Gates	9-26-1977	85786
 Daniel  	Hall Jr	04/22/2002	46041
Apkril	 Cuok 	18 Jan 1957	22910
Kristen	Costillo	4/19/1937	36765
George	Vogan	14 Feb 1985	53530
Elinor	King	2 Nov 1974	62914
Theresa	 Bucher 	28/8/1957	30370
Christian	Tapp	08 Feb 1978	50919
Rebecca		1985-11-27	81454
William	Campbell	17/09/1965	41670
Rober	Moses	20-9-1948	4305
Brian	Naavrre Sr	13 Jan 1944	49730
Patricia	Horton	1973-9-8	43952
Pablo	ADAMS Sr	1968-02-26	9526
Alvin	Hayes	10/5/1993	76715
Earl	Mendez	29/6/1974	20655
Steven	 Beach  	25 Aug 1988	98636
Salome  	Clark	18/11/1979	71968
Angela	Dvais	21/7/1955	22070
Elaine	Compton	11-14-1943	93245
aLwrence	Nicholson	23-3-1961	57517
Russell	Leatherman	9-8-1975	9730
Dolores	Jimenez	6-5-1976	45908
vicki	Scuderi  	11-30-1942	70572
Cynthia  	Grogan  	5-14-1943	92387
Earl	Spurgeon	05 Mar 1954	49505
JOHN	 Johnson	7-6-1986	14727
Julian	Freeman	25 Jun 1957	77289
Henry	Cadwallader	1951-02-12	66083
Miles	Andersen	3/11/1979	12809
Victoria	Branum	9-23-1944	84032
Helen	Cruse	1979-2-3	31027
	Chung	10 Feb 1985	12008
Gloria	Rogers	09-21-1961	27406
Effie	Amis	23/09/1939	85974
Ajmando	Sylvester	21 Apr 1946	70091
Donald	Dmvis	1969-05-30	3378
Helen	TUSING	18-5-1994	77226
Everekt	Tracy	01-17-1991	36272
Charlie	santillanes	9/4/1975	42817
  jeffrey  	 Grider 	08-07-1937	18746
Pamela	Jackson	16/10/1948	29443
Jon	Mitchell	1957-04-13	95979
Grace	Mahoney	29/1/1957	10981
Mary	Wells	19 Mar 1960	32021
Joseph	Kirby	24 Jan 1977	81153
Natalie	Jazobs	22 Jul 1978	52784
Jessica	OWENS	11/5/1970	33161
Jeff	Smith	20/09/1976	4560
olly	MATHZIS	11-04-1977	31400
Tina		14 Mar 1940	87690
James	Swteat	10-28-1998	86069
Christopher	Adams	13 Oct 2000	52421
  Melvin  	Smiwth	2-4-1971	52010
William	Gray	29/09/1961	87362
Robert	Kellner	2003-11-08	23838
Mathew	Lowry	02-18-1966	81921
Jason	Cruz	25-2-1997	96012
Hilda	JENNIGNS	6-27-1982	31556
Henry	Guido	07-20-1953	33306
Timothy	Richardson	13/10/1991	57035
Stephen	Murray 	09/09/1957	68213
Dvaid	COON	09/13/1954	6912
 Kerry 	Powell	23/12/2003	89889
Lydia 	Carpentlr	02-17-1973	47180
Caral		unknown	57913
Ann II	Ugalde	17 Nov 1992	65924
Ashlee	 French  	1937-8-6	61415
Jeri 	Kean	06/04/1973	86707
Anthony	Brady	23 Mar 1943	80272
Gascon	Shannon	1959-05-28	40169
Deanna	Hiser	10 May 1940	90274
Sargah	Durst	1968-04-03	40216
John	Sharkey	24 Aug 1977	2855
Juan	Hunteor	1996-07-05	56699
Erik	Parham 	09/14/1954	68703
 Ella 	Rodriguez-Smith	12/11/1986	66637
James	Woods	12-19-1981	53089
Tawanda	Wingate	29 Oct 1983	48534
	Kropp	28/10/1949	56111
Dawn	Armstrong	1973-7-1	13886
Lorenzo	jeffrjies	31 Aug 1939	37278
Mark	Cumming	11-22-1993	54696
Martun	Jackson	17/07/1982	54694
Jan		29 Nov 1939	62789
Marjorie	 Lyons  	05-24-1983	21589
Sazrah II	sands Jr	13-5-1986	12432
Juanita	Varney III	1969-10-27	62064
Jackson-Smith	Lbuise	03/02/1983	72789
Stephen	Umann	08-17-1956	58290
Audrey	NUMBERS	30/10/1959	21370
diana	Scott II	8-7-1941	67318
Beth	Nagle	31 Aug 1994	22086
William	Gentle	22 Oct 1982	423
Toby	Martinez	08/03/1988	86998
Kerry III	 Sutyon	6-27-1962	59080
Sarah	Goss	03-10-1968	25085
Ross	Finke	28 Jan 1953	32706
 Roberta  	  Bond  Sr	8/2/1999	28140
Richard	 Delong 	05/21/1991	84153
Bette	Howle  	8-25-1938	70804
  Mihcael 	Torres	03-24-1961	42211
James	Spotts Jr	2003-1-30	26359
Joyce	aHo	7 Nov 1937	45327
John	Wetzel	5-4-1993	14471
  Adam  Jr	Braswell	01/31/1998	19688
Isabelll	Thompson	12-14-1938	11180
Mary	Natale	28/01/1965	3414
Kimberly	Gorge	09/05/1952	29326
  Jeremy 	 Carlino	8-14-1951	97721
Kathryn	Moskowitz	n/a	67940
Harold	Aragon	1991-04-22	96672
Steven	  Copeland	25/02/1990	26805
Ruck	eray	11-10-1939	69551
Stanley	Hall	3-27-1967	83176
Luis	Switzer	8-13-1980	50548
Ricky	Sak	3/9/1939	50018
Mark	Satterfield	1939-07-05	50057
Antonio	Sheqa	17 Nov 1941	50118
	Jones	17/05/1989	2431
Travis	Payne	unknown	78570
David	Simpkins	28/02/1980	29187
Derirck	Brwn	10-05-1957	73478
Amy	Veal	10 Aug 1964	74154
  Rodney  	Warren	1982-9-1	98374
 Lucille  	Kennett	06-25-1969	27933
Sherry Jr	McBride	09 Jun 1944	99072
Craig	Lowder	09/02/1957	92511
 Woodward 	 Angela	1963-12-5	6993
Hazel	Steenson	26 Oct 1987	55515
 Herring  	 Joseph 	1958-7-4	61792
Catherine	Romo	23/03/1953	12708
