GivenName	Surname	Birthday	bloomfilter	uid
Wesley	Vanzant	03/18/1961	0000100011010110100000101110100111010101011000000110101110111001100000011110011110000111001101101110111010100100010000100000011010010000100001011111110010110100011001001010011110100101010010000011111101011011001001011111100010100011010101110110010000101100010111111011000010111101011111110000110001110011011100100100000001100011011010110011100010000000111111110011110001011011010111100100000010110001000101010111001101000000001110101110111000100110000000101000011000011011110001100111001100010001100011110011011100000010001010101000111111111100110000101001000101101001110010100000000000111101000110001101000110010000100000010001110101110001001010011011010100100010111100001110001111010111101110001010010110000101000100111101011111110101101111010111110000011101001001001011110111010011011110000110001111111000010100000011011110100011010000110100010010110010010101101101101101000001001011110101100001011111101010011110100101111001010100001111001000101010000000010001100000100000100001101001110011001110101110101111101010110011	96250
Bradley	Brown	12/10/1999	1111010110010101110001101101010011100001010000111010110010000100101001111011001001111110000001010000000001000001010110011000011011100000010101110000111111011011110100011010011001010010001000110110001110110011010100010100001010101001000001100101010111000011000111100000001001000100100101001110001011001000011101100001010111001111100011010101000011000010101001001000010011011000001110011100000011001110001101111010110100000011011011011010100001001001100110001001000011101110100110101111101100100000101010011001110001011111000011001001101111000000111000010101000001100010101110110011110011101001110101011111011111100001001000010011010100000110010001111010000010101110100110001100111001100100111000001111000000010001000111110010001100011110111111110000111011101011111101011111001100111110001111001101010000110101001100010110101101011110101011010000101000011000100101010001111100101001011100100100001100001100011101000100111101101111001100100010111001101110101001110100100001011001111011111110110100100100111110010011010010011000	81120
Terii	Campbell	6/9/1941	1101101111001001010111100100011001001000101100111011011001001100110010111010101011110111001100100011101010111000010100111101010111110001010001011000111000010000010100001011000010110111100001011100001001111011000111101110011101000101010011111011100100101011010100111100001100100101001111100101111000010111101111111111000010101100011110001101111101001011101011110011101101010011100100100100110010000100100000011010100000110000110011001111111010011010001001100000011000110000101111100001100000011101010100000110111000001011110111001100000111110000001111000111110000101111100010011100001110010010000101101001110111111001110000000011000001110101001101111100010100101100101011001100101011100011101011100000011010011001110011111000000101100100001000001100101101101111000010010010101000000100001010000111100001111000000111101100111010011010100111010101100111100101101000111111001111001111100010110101110000011010111010010010110100110000100001001111101100111001100011100100010111101000110100101111001100110011100111100011001000000111	53862
Darlene	FRAZIER	22 Mar 1965	0000101000001000111110111100000000010110110001110111000010011110000101110110001011001101011001111001110000011011111001010110100100010101100111111011100111110100000011010111100010010011101000001010000000000100110100010000001000111101001010111100011001101110101000110001000101010100010111111000111011100001100110010011100110111010100011111100110100110100111000101110111100100000010001001101111101111101101100111001001000111001000001000101011111110001110011001100011010001011111000011001011111110010001000001011100010110011000100001111110110000110011111100100100101010001110100111011111011110010111000111110111110011100000001101000110101011101110110111010010110001101000001111111000010101110111011011110100101110110100110110000100101100010001110111011001101001000110011001010110010001010010100011110100010110101010001011000101010000100000110110011111101111000000010000000100110000001010101111000010111101100111101011110100001010101010011111000001001001110010101101000100010011010111011011010011000111000101110011101010000001000	83632
James	Pace	03-16-1961	0111110001100011111001110000010100000110001000111001011010010101101111000011101001100100100110010000101000101101110000100001001001111010010011111010011000011010000101000111000100111011000100101000011100000111010101011110000001100101001101011111100100110101010100110001100100010101000001001101110100010011100000001001000010010010111101111010111110001010010110011110001110100110011000010100100011011110100011010011100110010001001111111000000011110101110101000010011111111001111000110110100000001001000000101110101000011111011110101000000111110110101011101010000011101101110010000001001011101010101000011101110110011101110110000110101001100111001110001100110100100110001011110010101101001110000000100011010100110101001111101100110001001011110010000101111111110111100100001011100000010111111000010000111100110010100010010100111011101010111111001010000000111101111110110001000001000001001100110111001010001011100101010111110000010000101111101010111101000001010100110100000001001101101000100000110100000011100110010101011111011001	47840
 Howard  	Williams	3 Jan 1989	0011000000011101101010100100111100000001001000001111101110011110011011011111101000100110110110000101011001101010111011111111111111001010011110000010011101001000011110111001011011001011011001101000001111001110100101101111111101111100111010110011001011111111000100100011110101001111011100100111001111110110101000001111101111100101001110110000010011001010011110110011010110111100000010001000000111111010111000010001000111010110011101100010001010101101110011111000100110111100100000010010100110101110111011010100111110000101100010011000000101100111101100010100111111000110100111011000000100111010010010111011101000001110000010001011000111110101100000000110101000110101001001000101010110001100011001011011011110011100011011110010011000011100001011010010010001110101010011111000110111001000110001100111111100000100100101111011011001111101100111001000000010100111000010101111110101000111101011101101100101111101100111100001000101101100101111011001100100001000000100100011101000001000110011100010011100010111001101000001111000110100	6272
Ronald	Chisolm	08/18/1973	1101100111100000111010100110111011111010111110111100010110110101100100110011111101011000111001000011101110001100111101000111000010101110011101111010011001111001010111011101111010101001110100000000011010001001011001001101010011011001111000110010111001001111100111001011001111001010010010000010101110101010001010100100101100000001000010001000010001000101100110000010011011101101001010111100010001010000001100101111011001010000111101000111110101101001100000001100010001100011111011010001010101100000010011001011110101111101001001010001110101111111101101010101101010010101011011010010100000010100100001110100000111001110100010111111010010110011000010000001011011001110000011100111100110011010101100010110010110010101100011110010001100101010100100111011100110010011001100100010011100001100000101001001110000001011010001110001111010001101110100011011110100001010001000000000000100111111011110101110100010001010001000100101100100100010111101001001010001110000101010010001011110000010011000110000000110001001110011010101110110010111	32977
Stephen	Chen	11/2/1973	1011101011000010000111000111110100111101111101101110011100100010010110111000011000011001101001000110010100110111101110111110110110110111011010101100100011011110100010001011101000100001101100010100110001111111000110010111000101010010010001100110001010000111100101011100011101010011000111001101000010010100000100100001001111100010111001011011011000000000101011000101100101111100110000111010101110001100111000101011101000001101101101110000101101010110001001001110000111000000011010101101010001011111011100101000011010010011010100101011011110000010010100011101011000101000000001011110000001110000101111100111100010110110110001101001111100110100000001010000110110100101101000100101110100000000101111110100101001100011000011010001101100001001010100110010110010001101010110111101000000101011111110100011000011111100000000111110001010000011011011111101011000001010110010101000010011000000110001100010000110101100010101111101100000001100000100110000010110000101110101110111001110000111101010001010101110100110000100010001011100101101	32694
Joel	Lewi	16/12/1971	1000000011000001110110000010100011011101100101010111101001101011100010001001010101011001100000111011011010001100110011010101100000011011011111101100000001011111000111000100000011010111101000010100010100011010001001001010011000000100111110011101000100001100111100110100001111100000111111100001111110011010011100111000101100011110011111010100100101000100011000110011010010100100000001111000000111100000100101100001000011000110001000101101110010111101010001100100001101110110000100100001010110100111000100001000100000101000000011101100110110011010100001001101011110001110000001010011011000101000010001100010101101001010010101010101010111001010100000101000100011001100000111000101011101111100101110100110011100101100100000001010001100001100011110101010011100100110101011100101100100100111110011000001011101101010101110010101110001110010001101110000001000010011111101011011010111011011101001100001110000111001011000111100011101011000001101000001001100010101101011100111010111100100011101101111100101110011110011101101000100001001	47589
Lora	Wilkerson	2-22-1965	0111110011011010110111011100010010011010110010101001001101100001010011001111110110010110111010101011101011000011110011011011010010111001011010011101001011110111011111011101001011000010110100111110001011000100001011110011110010101111011000110101000001001101101001011111011101100000010001110110101000010001001011100001000001101010100110011101011101000000111110010111000111010000110111110111000011010000100111010000011101100011010100110011111000000001101011101101111100001100101111101001011001111101100101111000101100001010010110101011101111000011111101001111010011111101000110100100101100100111000010010101101000110001101010010101001010101011001001010011000110000100100000101101000110001101110011100010110111000101011111100110100100011101000010001010001011101011000111000010001010001100101100001110101101001010001000100011101000100001011111000010010100011111100111010000110101000111011100001011010110000011000111100111001001010111000011111100100010111000000010101111111011000110000111110101111001010110110110101101110011110101	73592
Andre	Williams	1992-10-07	1010000010100001100111000000111010111110110011010010111101110000110010010000111000010000010011111110011011100011011000000000001110110110011001000001111001110010110011100001110100010011001111011100100100000110011100001101000100000111011110101111101101100000100111111011101111011000011111101111100110110000000100011010001000100010001010110011011000100010111111111100101110001011110000110000111010011000011100101101111010101111100110001010100010001100001000111011100011011111001110101000010110100010101010111111010101111010101001010111001110010101010001110011001011001101111100111000101010110100101011000011100010111101001011011001010101011100101110010111011101001110011101110110100100111001100000101101111011110100001010110010001101010110000101100011100000110100111011100111000011110111101011100111101010111001010000110100001111001011001010101101110000101101101110100001111100111011101101001100011001010001011010110111000001010111011111100101000101000101010110010001111100000111000100101000110000111110011001111011010111110011	45627
Michael	Doolittle	10/10/1947	0111100000101010000111001110001101111011010100001000010101100000010001011111110110100001100000101011111010010101011010010010010101011100111011010000011011111000100110101101100001111110001110110010101001010100101011001001000010110010101110000000011110101100111110100100001011101101011110010010110111101111010000001100011010100110101001011111101010001011010111100100001010001001001101111011101101110110000001101101010110010010110101001110100100110011101100001100000111101111111000100101011001100101001111101000111001100001110000000001101110010110111011100000110001001100101011011010100111111001000001110010010100001000100111110100001000001010010111111001010001111000111000010110011001000001101101010100000010010101010110000111101110110000110110111111001100011010001001010101011000101101100111100010111001010111100001110110011101000000101001111011100101000010010010010001010110111000000101011100111100110001000101100110101001011101111101101110011011111110111001010001010000000011001011101110101110011111010100011111001001110011	21920
Lakesha	Bullock	11/29/1954	1110010100010111110101001110011011000100011111101100000111010100111000101110011101000110110001100010001100101011010010010001010110000011101111111011111000111101010100001101101111100011000101011011101001101010101010110010000000001010110110100010000101110111100000100100000001010110010101110010000100001000111100001110110011011000100011001111011001111010101100001111001101001110111101110100111001101011100100110101101010011101011011111101111011101001010010100001000101010001010001010010111011101010000001011111100010111100010010010111001111010000111100011010010111000010110111111000101101101010101001010010011100100111111011000010011101100011100100100011110111101101101010011000110011000110001110100010000010011110110111001100100101110101101101110101111111010000011001110111101101100111101010101110110101100111001111011011001100100011011100110001011011001001010100111000001011100100110110000101011011000111111011001101011000100000110101101010100000011010110101001000010001011011001100001000111010101011000110001001010001101000	54463
Allan	Brown	01 Nov 1988	0001011001000101101000100100010101110011001110101001100011001101100001111011001110011001111000100011001101010101011000010101010111101101000111000000100011000100010010100111001000010011111001111011010100011110010100110100101000111011110001100010100101100101111001100110110100011010100110011111010011101001100100111101100110111010110110111010101101111010110111010111000001011011001001000110000111010111001101000010110001111110000010101110011011011110000100101011000110100011111011110000000111110010010011100110000100110001110010000100110010110010111111110100011100001110111111110000010000101100001011000111011101101111101010001010010001100010101010101100010100100000101110001000011010010111011110001111111111010100101011101100111001101001011011100011000000001100100100100101001101001100111000101001101011100111010111111100001110010100110000000010000010111101000000001110110010010101100100011110010000011010010101010011001010001010000111000101100010110000100100011100001110100011011011101000000100000001100000000011101010001010	18148
Elizabeth	Smith	05/06/1939	1111100011000101001011110100110001110111000111000110001110101000011011011111100101011011001100011011100011001101001110000111010011111011001010110000001001110100000100011010001011110010000010010100000111000110101110100010000001001101011110000101111100110011001110001011111100010110110010111010100111001110101000001100110110111110000011001011101000011001011101100011101011000101101011111000111001001111010111000101001001111011100111001100010000101001101110010110011100000111001000111100111001110110110111000000100110100010010010101100110100101001000000001001100010010100010001001110011000100110010001110101101011110111001101000011011001010010011011101101000100100111110110101111001101001100011100111101110000000101000000011000101101010011001110111111110010011001011000100010001100000010011000100001011111110100100000111110111010100001100001000100100001001101100110010010100000010011100110001000101101001100101100011110111100100010111101101100100101111010001011010110010000100110110110110010111111001101000010011111111110010010	447
Alan	Barnes	1950-01-16	1010001000001000000000110010111111100011100001001011101101010100000110001001010100000001000100011000000011011011011001101110010110000111011110000011000000101010101001001010000100110001011001001010000001101110101111001110111000111001011110100101010011000000110000010110110100010111111010001111100101000000100001101111100110010001011010011010011010011010011011111010001000111000100001001110011010001010110110011101010110100100110101000111010011101100100010010001011010111110101010101000101101111100101010010010000111111110100000110101001000101011100110110010100010011001101110101011110110101100100010101100010001000101011110011110001101000111010101010101110110000110110001010010100010010011101001110000111001100000110001111100100111101110011000001011110111010001110010010011110010101011011100111001110101111010111111011010000111110100001101010111011001111100100110100010111100101001111100101101101110100100111111001000111100011100111010010111000101110011110011101000000010000101001011101010100110011000001101110100011110101001	93164
Christopher	Craig	05 Jan 1990	1111001001111000101110101000111001100010100110001101100100100010101100010010110110011101101000100101111101110101110011101010000100011100111010101100110001011011010111001010100011011001110100001100100000101110001010100010011011110000101011011100110011100010100001100011100000010110001001001000110100111110001001000101110011000010000001001110111101011010111100001100100001100101010101100110101101100101010100111111000011110110101101110101100000101101101000111011110010101101111110001100111000011010000000111010101000101110001100011110101000011011011011111111111101100011000000110100011010010100010001110010101110011001100001001101101110011111000101110101000101111110011000000111110010010010000010011100100000110100110001101100001110001101101001010100100111101110101010100111010111110100011101101101110001111000010110011110100111101000100001010110000000100001011110101110100100001010110100010101100111100001000010111010000011000011000111010101011101001111111011101110000101101011111111000011011111010100001101011011011110011100	97611
  Earl	Douglass	09/16/1954	0110111100000011010110010011101100110111001001011101011101110001010100110011100011000001001100000100011010111111111101100110001011011110101101000001011110010101000101111000001110010011011001100001011011111101001110101010011101111010010111001011011001000010001000111110101111001011011110111000000011101100000101110010110110000110011110101000111100001011011100000011110101000011110010011101010011110111101100010000100000011011111011101100011111000010100010101011110001110000011101001011000010110100000100011111010111001101111010001011010011111100000101000110100000000110101111001001010011010011001000100100111000001001000010010010110110001110001000001011000001001011110111001010010011001110101110100011101100001110101011010110101111010111100001010110100101111100001001011000001101000100001111000110001000011110000110010001010100001101010010000001011101011100010101010111111000111110111100011111001010110011001110110111101011111001110010001100111010011000100001101111111101110111001101001101111110000111001000001000100111100001	17237
  Lisa	Fernandez	1976-5-4	1111101000100000001110001000010011010111001000011001000110101000111001000010110011111111001011011001110101101010011111101100110100010011110101001011111000000111000111011001010100010100001011000001100100001001111001110100011001010110001010001110100010010110111101010001110000000000111111101101100111010101111001010110101111111100110001010010110011001111101100010001101010101100101111101011101011001001100001100110000010111111011010001100011011101000010111110101000000111000110110111011111111100110000101010001010011100001100110000101101010100011100010000000011011000001000010000001000001011111111110110000000011110001111111110111001101110101110010110011100100100011111011010001001101001101111000000110111001000011010110001001101111111101110011010010110011101100011011001100011100010100001010101011111111010101110011110010101000100001101010100111001001110101010100101110100111100100000010010011001011011100000011101000010110100010110110101000011110111101011100011011001110001011110011000000111111110101001100011111100110101111	84437
  Mack  	Jones	1978-2-19	0110101000101010110101010111101100000000110001001111001101111000010110111100000101110000100100111100110001011100010000100101111111010011011101101110101110110000110001100000010110101000101011100011110111110100000011010100010101101101101000001011000110011000010100000110001100011010001111101101011101011101011110010111011100000000011110100101100100101100000001101010001010001000101110010101010001011100011010100111001001110001110100100110110111111000111110111100001110000110110111000110111110011100111010110010000111110110100001011000100111100111100010001001010001000011110010000000111110011011000111011001100011010100011110011011001110001001011001000011010011111001101000110100001011110000100001111001111101010101011010101110100001110110010001100101001011110110101010100000010100100010001010000011001010001101111010110011010110001011001100000111101110001100011000011010011000111001110110111001011011001110010001110011100100010011101011111100011000011110110011001101110010110000011010100000100110001111011010000110011110100100	14225
